Sample,Sample_Details,Species,Species_Details,Abbr,Abbr_Details,Name,Name_Details,Name_Details_Gene,Cell_Type,Gene,Rep,qPCR_Sample_Name,qPCR_Name,qPCR_Date,qPCR_Researcher,CT,qPCR_Efficiency,Control_Ct_Mean_GAPDH_iPSC,EdeltadeltaCt_GAPDH_iPSC,Control_Ct_Mean_GAPDH_MSC,EdeltadeltaCt_GAPDH_MSC,Control_Ct_Mean_GUSB_iPSC,EdeltadeltaCt_GUSB_iPSC,Control_Ct_Mean_GUSB_MSC,EdeltadeltaCt_GUSB_MSC,Control_Ct_Mean_GAPDHandGUSB_iPSC,EdeltadeltaCt_GAPDHandGUSB_iPSC,Control_Ct_Mean_GAPDHandGUSB_MSC,EdeltadeltaCt_GAPDHandGUSB_MSC
Sample,Sample MSC,Chimpanzee,Chimpanzee MSC,C4,C4 MSC,C40210,C40210 MSC,C40210 MSC - FABP4,MSC,FABP4,1,C4M2,study-collection-qPCR-C4 - plate1,9/17/2020,Emilie Briscoe,Undetermined,2.02,33.19179789,,,,33.19179789,,,,33.19179789,,,
Sample,Sample MSC,Chimpanzee,Chimpanzee MSC,C4,C4 MSC,C40210,C40210 MSC,C40210 MSC - FABP4,MSC,FABP4,2,C4M2,study-collection-qPCR-C4 - plate1,9/17/2020,Emilie Briscoe,Undetermined,2.02,33.19179789,,,,33.19179789,,,,33.19179789,,,
Sample,Sample MSC,Chimpanzee,Chimpanzee MSC,C4,C4 MSC,C40210,C40210 MSC,C40210 MSC - FABP4,MSC,FABP4,3,C4M2,study-collection-qPCR-C4 - plate1,9/17/2020,Emilie Briscoe,Undetermined,2.02,33.19179789,,,,33.19179789,,,,33.19179789,,,
Sample,Sample Adipogenic,Chimpanzee,Chimpanzee Adipogenic,C4,C4 Adipogenic,C40210,C40210 Adipogenic,C40210 Adipogenic - FABP4,Adipogenic,FABP4,1,C4A2,study-collection-qPCR-C4 - plate1,9/17/2020,Emilie Briscoe,27.39935875,2.02,33.19179789,193.3664991,,,33.19179789,68.95942907,,,33.19179789,113.9063329,,
Sample,Sample Adipogenic,Chimpanzee,Chimpanzee Adipogenic,C4,C4 Adipogenic,C40210,C40210 Adipogenic,C40210 Adipogenic - FABP4,Adipogenic,FABP4,2,C4A2,study-collection-qPCR-C4 - plate1,9/17/2020,Emilie Briscoe,26.37892151,2.02,33.19179789,291.6492852,,,33.19179789,149.7740656,,,33.19179789,207.1878853,,
Sample,Sample Adipogenic,Chimpanzee,Chimpanzee Adipogenic,C4,C4 Adipogenic,C40210,C40210 Adipogenic,C40210 Adipogenic - FABP4,Adipogenic,FABP4,3,C4A2,study-collection-qPCR-C4 - plate1,9/17/2020,Emilie Briscoe,26.70113182,2.02,33.19179789,204.2959505,,,33.19179789,138.1707133,,,33.19179789,167.1963204,,
Sample,Sample Chondrogenic,Chimpanzee,Chimpanzee Chondrogenic,C4,C4 Chondrogenic,C40210,C40210 Chondrogenic,C40210 Chondrogenic - FABP4,Chondrogenic,FABP4,1,C4C2,study-collection-qPCR-C4 - plate1,9/17/2020,Emilie Briscoe,35.58769226,2.02,33.19179789,2.40576293,,,33.19179789,0.40543138,,,33.19179789,0.96504896,,
Sample,Sample Chondrogenic,Chimpanzee,Chimpanzee Chondrogenic,C4,C4 Chondrogenic,C40210,C40210 Chondrogenic,C40210 Chondrogenic - FABP4,Chondrogenic,FABP4,2,C4C2,study-collection-qPCR-C4 - plate1,9/17/2020,Emilie Briscoe,36.11970901,2.02,33.19179789,0.8035606,,,33.19179789,0.20954365,,,33.19179789,0.40320635,,
Sample,Sample Chondrogenic,Chimpanzee,Chimpanzee Chondrogenic,C4,C4 Chondrogenic,C40210,C40210 Chondrogenic,C40210 Chondrogenic - FABP4,Chondrogenic,FABP4,3,C4C2,study-collection-qPCR-C4 - plate1,9/17/2020,Emilie Briscoe,Undetermined,2.02,33.19179789,,,,33.19179789,,,,33.19179789,,,
Sample,Sample Osteogenic,Chimpanzee,Chimpanzee Osteogenic,C4,C4 Osteogenic,C40210,C40210 Osteogenic,C40210 Osteogenic - FABP4,Osteogenic,FABP4,1,C4O2,study-collection-qPCR-C4 - plate1,9/17/2020,Emilie Briscoe,Undetermined,2.02,33.19179789,,,,33.19179789,,,,33.19179789,,,
Sample,Sample Osteogenic,Chimpanzee,Chimpanzee Osteogenic,C4,C4 Osteogenic,C40210,C40210 Osteogenic,C40210 Osteogenic - FABP4,Osteogenic,FABP4,2,C4O2,study-collection-qPCR-C4 - plate1,9/17/2020,Emilie Briscoe,Undetermined,2.02,33.19179789,,,,33.19179789,,,,33.19179789,,,
Sample,Sample Osteogenic,Chimpanzee,Chimpanzee Osteogenic,C4,C4 Osteogenic,C40210,C40210 Osteogenic,C40210 Osteogenic - FABP4,Osteogenic,FABP4,3,C4O2,study-collection-qPCR-C4 - plate1,9/17/2020,Emilie Briscoe,Undetermined,2.02,33.19179789,,,,33.19179789,,,,33.19179789,,,
Sample,Sample iPSC,Chimpanzee,Chimpanzee iPSC,C5,C5 iPSC,C40280,C40280 iPSC,C40280 iPSC - FABP4,iPSC,FABP4,1,C5I2,study-collection-qPCR-C5 - plate1,9/30/2020,Emilie Briscoe,33.81180573,2.1,33.17672094,0.91204061,35.35031891,1.14930775,33.17672094,0.77992951,35.35031891,2.56963578,33.17672094,0.84029989,35.35031891,1.77871512
Sample,Sample iPSC,Chimpanzee,Chimpanzee iPSC,C5,C5 iPSC,C40280,C40280 iPSC,C40280 iPSC - FABP4,iPSC,FABP4,2,C5I2,study-collection-qPCR-C5 - plate1,9/30/2020,Emilie Briscoe,32.84183121,2.1,33.17672094,1.12564728,35.35031891,1.41848414,33.17672094,0.88802674,35.35031891,2.92578401,33.17672094,0.98285042,35.35031891,2.08046072
Sample,Sample iPSC,Chimpanzee,Chimpanzee iPSC,C5,C5 iPSC,C40280,C40280 iPSC,C40280 iPSC - FABP4,iPSC,FABP4,3,C5I2,study-collection-qPCR-C5 - plate1,9/30/2020,Emilie Briscoe,32.87652588,2.1,33.17672094,0.97405505,35.35031891,1.22745523,33.17672094,1.44383846,35.35031891,4.75701835,33.17672094,1.21081633,35.35031891,2.56301036
Sample,Sample MSC,Chimpanzee,Chimpanzee MSC,C5,C5 MSC,C40280,C40280 MSC,C40280 MSC - FABP4,MSC,FABP4,1,C5M2,study-collection-qPCR-C5 - plate1,9/30/2020,Emilie Briscoe,35.35031891,2.1,33.17672094,0.83148335,35.35031891,1.04779354,33.17672094,0.38949976,35.35031891,1.28328587,33.17672094,0.5552905,35.35031891,1.175418
Sample,Sample MSC,Chimpanzee,Chimpanzee MSC,C5,C5 MSC,C40280,C40280 MSC,C40280 MSC - FABP4,MSC,FABP4,2,C5M2,study-collection-qPCR-C5 - plate1,9/30/2020,Emilie Briscoe,Undetermined,2.1,33.17672094,,35.35031891,,33.17672094,,35.35031891,,33.17672094,,35.35031891,
Sample,Sample MSC,Chimpanzee,Chimpanzee MSC,C5,C5 MSC,C40280,C40280 MSC,C40280 MSC - FABP4,MSC,FABP4,3,C5M2,study-collection-qPCR-C5 - plate1,9/30/2020,Emilie Briscoe,Undetermined,2.1,33.17672094,,35.35031891,,33.17672094,,35.35031891,,33.17672094,,35.35031891,
Sample,Sample Adipogenic,Chimpanzee,Chimpanzee Adipogenic,C5,C5 Adipogenic,C40280,C40280 Adipogenic,C40280 Adipogenic - FABP4,Adipogenic,FABP4,1,C5A2,study-collection-qPCR-C5 - plate1,9/30/2020,Emilie Briscoe,27.37395287,2.1,33.17672094,1465.730111,35.35031891,1847.039438,33.17672094,118.5783718,35.35031891,390.680471,33.17672094,373.5191384,35.35031891,790.6512326
Sample,Sample Adipogenic,Chimpanzee,Chimpanzee Adipogenic,C5,C5 Adipogenic,C40280,C40280 Adipogenic,C40280 Adipogenic - FABP4,Adipogenic,FABP4,2,C5A2,study-collection-qPCR-C5 - plate1,9/30/2020,Emilie Briscoe,26.61825943,2.1,33.17672094,568.453681,35.35031891,716.3367661,33.17672094,57.45385261,35.35031891,189.2933582,33.17672094,160.2065216,35.35031891,339.1191261
Sample,Sample Adipogenic,Chimpanzee,Chimpanzee Adipogenic,C5,C5 Adipogenic,C40280,C40280 Adipogenic,C40280 Adipogenic - FABP4,Adipogenic,FABP4,3,C5A2,study-collection-qPCR-C5 - plate1,9/30/2020,Emilie Briscoe,26.45033836,2.1,33.17672094,2222.953386,35.35031891,2801.254162,33.17672094,87.89875964,35.35031891,289.6002728,33.17672094,376.8761083,35.35031891,797.7571399
Sample,Sample Chondrogenic,Chimpanzee,Chimpanzee Chondrogenic,C5,C5 Chondrogenic,C40280,C40280 Chondrogenic,C40280 Chondrogenic - FABP4,Chondrogenic,FABP4,1,C5C2,study-collection-qPCR-C5 - plate1,9/30/2020,Emilie Briscoe,35.15393448,2.1,33.17672094,6.08854281,35.35031891,7.67247573,33.17672094,0.52492971,35.35031891,1.72948727,33.17672094,1.61563058,35.35031891,3.41990592
Sample,Sample Chondrogenic,Chimpanzee,Chimpanzee Chondrogenic,C5,C5 Chondrogenic,C40280,C40280 Chondrogenic,C40280 Chondrogenic - FABP4,Chondrogenic,FABP4,2,C5C2,study-collection-qPCR-C5 - plate1,9/30/2020,Emilie Briscoe,Undetermined,2.1,33.17672094,,35.35031891,,33.17672094,,35.35031891,,33.17672094,,35.35031891,
Sample,Sample Chondrogenic,Chimpanzee,Chimpanzee Chondrogenic,C5,C5 Chondrogenic,C40280,C40280 Chondrogenic,C40280 Chondrogenic - FABP4,Chondrogenic,FABP4,3,C5C2,study-collection-qPCR-C5 - plate1,9/30/2020,Emilie Briscoe,Undetermined,2.1,33.17672094,,35.35031891,,33.17672094,,35.35031891,,33.17672094,,35.35031891,
Sample,Sample Osteogenic,Chimpanzee,Chimpanzee Osteogenic,C5,C5 Osteogenic,C40280,C40280 Osteogenic,C40280 Osteogenic - FABP4,Osteogenic,FABP4,1,C5O2,study-collection-qPCR-C5 - plate1,9/30/2020,Emilie Briscoe,Undetermined,2.1,33.17672094,,35.35031891,,33.17672094,,35.35031891,,33.17672094,,35.35031891,
Sample,Sample Osteogenic,Chimpanzee,Chimpanzee Osteogenic,C5,C5 Osteogenic,C40280,C40280 Osteogenic,C40280 Osteogenic - FABP4,Osteogenic,FABP4,2,C5O2,study-collection-qPCR-C5 - plate1,9/30/2020,Emilie Briscoe,Undetermined,2.1,33.17672094,,35.35031891,,33.17672094,,35.35031891,,33.17672094,,35.35031891,
Sample,Sample Osteogenic,Chimpanzee,Chimpanzee Osteogenic,C5,C5 Osteogenic,C40280,C40280 Osteogenic,C40280 Osteogenic - FABP4,Osteogenic,FABP4,3,C5O2,study-collection-qPCR-C5 - plate1,9/30/2020,Emilie Briscoe,Undetermined,2.1,33.17672094,,35.35031891,,33.17672094,,35.35031891,,33.17672094,,35.35031891,
Sample,Sample iPSC,Chimpanzee,Chimpanzee iPSC,C6,C6 iPSC,C3624,C3624 iPSC,C3624 iPSC - FABP4,iPSC,FABP4,1,C6I2,study-collection-qPCR-C6 - plate1,10/16/2020,Emilie Briscoe,34.86759567,2.1,33.74396006,1.66846561,34.89720535,1.17972179,33.74396006,0.62952323,34.89720535,0.91819055,33.74396006,1.01385243,34.89720535,1.03772883
Sample,Sample iPSC,Chimpanzee,Chimpanzee iPSC,C6,C6 iPSC,C3624,C3624 iPSC,C3624 iPSC - FABP4,iPSC,FABP4,2,C6I2,study-collection-qPCR-C6 - plate1,10/16/2020,Emilie Briscoe,34.12402725,2.1,33.74396006,0.45800195,34.89720535,0.32383939,33.74396006,0.64115446,34.89720535,0.93515527,33.74396006,0.54390405,34.89720535,0.55671309
Sample,Sample iPSC,Chimpanzee,Chimpanzee iPSC,C6,C6 iPSC,C3624,C3624 iPSC,C3624 iPSC - FABP4,iPSC,FABP4,3,C6I2,study-collection-qPCR-C6 - plate1,10/16/2020,Emilie Briscoe,32.24025726,2.1,33.74396006,1.30862561,34.89720535,0.92528976,33.74396006,2.4775679,34.89720535,3.61365442,33.74396006,1.81343903,34.89720535,1.85614584
Sample,Sample MSC,Chimpanzee,Chimpanzee MSC,C6,C6 MSC,C3624,C3624 MSC,C3624 MSC - FABP4,MSC,FABP4,1,C6M2,study-collection-qPCR-C6 - plate1,10/16/2020,Emilie Briscoe,35.89415359,2.1,33.74396006,1.8419156,34.89720535,1.30236306,33.74396006,0.56526581,34.89720535,0.82446794,33.74396006,1.00754883,34.89720535,1.03127679
Sample,Sample MSC,Chimpanzee,Chimpanzee MSC,C6,C6 MSC,C3624,C3624 MSC,C3624 MSC - FABP4,MSC,FABP4,2,C6M2,study-collection-qPCR-C6 - plate1,10/16/2020,Emilie Briscoe,35.75448608,2.1,33.74396006,0.50162626,34.89720535,0.35468482,33.74396006,0.30613097,34.89720535,0.44650705,33.74396006,0.38976874,34.89720535,0.39894787
Sample,Sample MSC,Chimpanzee,Chimpanzee MSC,C6,C6 MSC,C3624,C3624 MSC,C3624 MSC - FABP4,MSC,FABP4,3,C6M2,study-collection-qPCR-C6 - plate1,10/16/2020,Emilie Briscoe,33.04297638,2.1,33.74396006,3.06170244,34.89720535,2.16483761,33.74396006,1.86241671,34.89720535,2.71642621,33.74396006,2.37464927,34.89720535,2.43057268
Sample,Sample Adipogenic,Chimpanzee,Chimpanzee Adipogenic,C6,C6 Adipogenic,C3624,C3624 Adipogenic,C3624 Adipogenic - FABP4,Adipogenic,FABP4,1,C6A1,study-collection-qPCR-C6 - plate1,10/16/2020,Emilie Briscoe,32.66023254,2.1,33.74396006,3.24132083,34.89720535,2.29184036,33.74396006,2.25577886,34.89720535,3.29016423,33.74396006,2.69291733,34.89720535,2.75633601
Sample,Sample Adipogenic,Chimpanzee,Chimpanzee Adipogenic,C6,C6 Adipogenic,C3624,C3624 Adipogenic,C3624 Adipogenic - FABP4,Adipogenic,FABP4,2,C6A1,study-collection-qPCR-C6 - plate1,10/16/2020,Emilie Briscoe,31.58508492,2.1,33.74396006,2.62950251,34.89720535,1.85924205,33.74396006,2.1825064,34.89720535,3.18329275,33.74396006,2.38905237,34.89720535,2.44531498
Sample,Sample Adipogenic,Chimpanzee,Chimpanzee Adipogenic,C6,C6 Adipogenic,C3624,C3624 Adipogenic,C3624 Adipogenic - FABP4,Adipogenic,FABP4,3,C6A1,study-collection-qPCR-C6 - plate1,10/16/2020,Emilie Briscoe,31.33995819,2.1,33.74396006,1.71294416,34.89720535,1.21117124,33.74396006,2.8804402,34.89720535,4.20126346,33.74396006,2.23320548,34.89720535,2.28579787
Sample,Sample Osteogenic,Chimpanzee,Chimpanzee Osteogenic,C6,C6 Osteogenic,C3624,C3624 Osteogenic,C3624 Osteogenic - FABP4,Osteogenic,FABP4,1,C6O2,study-collection-qPCR-C6 - plate1,10/16/2020,Emilie Briscoe,34.53914261,2.1,33.74396006,7.82957787,34.89720535,5.53605875,33.74396006,9.59884802,34.89720535,14.00039113,33.74396006,8.70800779,34.89720535,8.9130829
Sample,Sample Osteogenic,Chimpanzee,Chimpanzee Osteogenic,C6,C6 Osteogenic,C3624,C3624 Osteogenic,C3624 Osteogenic - FABP4,Osteogenic,FABP4,2,C6O2,study-collection-qPCR-C6 - plate1,10/16/2020,Emilie Briscoe,Undetermined,2.1,33.74396006,,34.89720535,,33.74396006,,34.89720535,,33.74396006,,34.89720535,
Sample,Sample Osteogenic,Chimpanzee,Chimpanzee Osteogenic,C6,C6 Osteogenic,C3624,C3624 Osteogenic,C3624 Osteogenic - FABP4,Osteogenic,FABP4,3,C6O2,study-collection-qPCR-C6 - plate1,10/16/2020,Emilie Briscoe,Undetermined,2.1,33.74396006,,34.89720535,,33.74396006,,34.89720535,,33.74396006,,34.89720535,
Sample,Sample iPSC,Human,Human iPSC,H1-r2,H1-r2 iPSC,H23555,H23555 iPSC,H23555 iPSC - IBSP,iPSC,IBSP,,H1Ir2,study-collection-qPCR-H1r - plate2,10/28/2020,Emilie Briscoe,35.55290985,2.29,35.70987447,1.71263845,31.29649798,0.06920739,35.70987447,2.92067558,31.29649798,0.04249784,35.70987447,2.28088115,31.29649798,0.05358744
Sample,Sample iPSC,Human,Human iPSC,H1-r2,H1-r2 iPSC,H23555,H23555 iPSC,H23555 iPSC - IBSP,iPSC,IBSP,,H1Ir2,study-collection-qPCR-H1r - plate2,10/28/2020,Emilie Briscoe,35.52497864,2.29,35.70987447,1.13445896,31.29649798,0.04584327,35.70987447,0.97723533,31.29649798,0.01421945,35.70987447,1.04760039,31.29649798,0.02461251
Sample,Sample iPSC,Human,Human iPSC,H1-r2,H1-r2 iPSC,H23555,H23555 iPSC,H23555 iPSC - IBSP,iPSC,IBSP,,H1Ir2,study-collection-qPCR-H1r - plate2,10/28/2020,Emilie Briscoe,36.05173492,2.29,35.70987447,0.51468975,31.29649798,0.02079851,35.70987447,0.35036242,31.29649798,0.00509801,35.70987447,0.41850601,31.29649798,0.00983246
Sample,Sample MSC,Human,Human MSC,H1-r2,H1-r2 MSC,H23555,H23555 MSC,H23555 MSC - IBSP,MSC,IBSP,,H1Mr2,study-collection-qPCR-H1r - plate2,10/28/2020,Emilie Briscoe,31.87072754,2.29,35.70987447,35.16686713,31.29649798,1.42108635,35.70987447,56.43472175,31.29649798,0.82116407,35.70987447,45.33617675,31.29649798,1.06513642
Sample,Sample MSC,Human,Human MSC,H1-r2,H1-r2 MSC,H23555,H23555 MSC,H23555 MSC - IBSP,MSC,IBSP,,H1Mr2,study-collection-qPCR-H1r - plate2,10/28/2020,Emilie Briscoe,30.99368668,2.29,35.70987447,22.20889775,31.29649798,0.89745729,35.70987447,64.11902161,31.29649798,0.93297592,35.70987447,38.92943757,31.29649798,0.91461532
Sample,Sample MSC,Human,Human MSC,H1-r2,H1-r2 MSC,H23555,H23555 MSC,H23555 MSC - IBSP,MSC,IBSP,,H1Mr2,study-collection-qPCR-H1r - plate2,10/28/2020,Emilie Briscoe,31.02507973,2.29,35.70987447,19.40344999,31.29649798,0.78408969,35.70987447,89.70488203,31.29649798,1.30526781,35.70987447,43.69139932,31.29649798,1.02649372
Sample,Sample Adipogenic,Human,Human Adipogenic,H1-r2,H1-r2 Adipogenic,H23555,H23555 Adipogenic,H23555 Adipogenic - IBSP,Adipogenic,IBSP,,H1Ar2,study-collection-qPCR-H1r - plate2,10/28/2020,Emilie Briscoe,36.66743088,2.29,35.70987447,0.70058772,31.29649798,0.02831062,35.70987447,1.72236364,31.29649798,0.02506158,35.70987447,1.1340486,31.29649798,0.02664354
Sample,Sample Adipogenic,Human,Human Adipogenic,H1-r2,H1-r2 Adipogenic,H23555,H23555 Adipogenic,H23555 Adipogenic - IBSP,Adipogenic,IBSP,,H1Ar2,study-collection-qPCR-H1r - plate2,10/28/2020,Emilie Briscoe,Undetermined,2.29,35.70987447,,31.29649798,,35.70987447,,31.29649798,,35.70987447,,31.29649798,
Sample,Sample Adipogenic,Human,Human Adipogenic,H1-r2,H1-r2 Adipogenic,H23555,H23555 Adipogenic,H23555 Adipogenic - IBSP,Adipogenic,IBSP,,H1Ar2,study-collection-qPCR-H1r - plate2,10/28/2020,Emilie Briscoe,Undetermined,2.29,35.70987447,,31.29649798,,35.70987447,,31.29649798,,35.70987447,,31.29649798,
Sample,Sample Osteogenic,Human,Human Osteogenic,H1-r2,H1-r2 Osteogenic,H23555,H23555 Osteogenic,H23555 Osteogenic - IBSP,Osteogenic,IBSP,,H1Or2,study-collection-qPCR-H1r - plate2,10/28/2020,Emilie Briscoe,36.54568481,2.29,35.70987447,0.98802415,31.29649798,0.03992587,35.70987447,2.49340784,31.29649798,0.0362808,35.70987447,1.62371436,31.29649798,0.03814784
Sample,Sample Osteogenic,Human,Human Osteogenic,H1-r2,H1-r2 Osteogenic,H23555,H23555 Osteogenic,H23555 Osteogenic - IBSP,Osteogenic,IBSP,,H1Or2,study-collection-qPCR-H1r - plate2,10/28/2020,Emilie Briscoe,37.06909943,2.29,35.70987447,0.53653654,31.29649798,0.02168134,35.70987447,0.70496393,31.29649798,0.01025771,35.70987447,0.62210885,31.29649798,0.01461594
Sample,Sample Osteogenic,Human,Human Osteogenic,H1-r2,H1-r2 Osteogenic,H23555,H23555 Osteogenic,H23555 Osteogenic - IBSP,Osteogenic,IBSP,,H1Or2,study-collection-qPCR-H1r - plate2,10/28/2020,Emilie Briscoe,Undetermined,2.29,35.70987447,,31.29649798,,35.70987447,,31.29649798,,35.70987447,,31.29649798,
Sample,Sample iPSC,Human,Human iPSC,H2,H2 iPSC,H20157,H20157 iPSC,H20157 iPSC - IBSP,iPSC,IBSP,1,H2I2,study-collection-qPCR-H2 - plate2,7/30/2020,Emilie Briscoe,34.16908264,1.96,34.39682261,1.90150469,33.20959028,1.16242141,34.39682261,3.15647378,33.20959028,1.73600342,34.39682261,2.48528675,33.20959028,1.43854031
Sample,Sample iPSC,Human,Human iPSC,H2,H2 iPSC,H20157,H20157 iPSC,H20157 iPSC - IBSP,iPSC,IBSP,2,H2I2,study-collection-qPCR-H2 - plate2,7/30/2020,Emilie Briscoe,33.96391678,1.96,34.39682261,0.97519536,33.20959028,0.59615313,34.39682261,0.65960062,33.20959028,0.3627684,34.39682261,0.79334589,33.20959028,0.45920659
Sample,Sample iPSC,Human,Human iPSC,H2,H2 iPSC,H20157,H20157 iPSC,H20157 iPSC - IBSP,iPSC,IBSP,3,H2I2,study-collection-qPCR-H2 - plate2,7/30/2020,Emilie Briscoe,35.05746841,1.96,34.39682261,0.53927585,33.20959028,0.32966829,34.39682261,0.48030462,33.20959028,0.26415884,34.39682261,0.5071786,33.20959028,0.29356647
Sample,Sample MSC,Human,Human MSC,H2,H2 MSC,H20157,H20157 MSC,H20157 MSC - IBSP,MSC,IBSP,1,H2M2,study-collection-qPCR-H2 - plate2,7/30/2020,Emilie Briscoe,30.83802986,1.96,34.39682261,8.25811896,33.20959028,5.04832534,34.39682261,13.56034806,33.20959028,7.45794588,34.39682261,10.70698275,33.20959028,6.19744436
Sample,Sample MSC,Human,Human MSC,H2,H2 MSC,H20157,H20157 MSC,H20157 MSC - IBSP,MSC,IBSP,2,H2M2,study-collection-qPCR-H2 - plate2,7/30/2020,Emilie Briscoe,35.12688065,1.96,34.39682261,0.43304206,33.20959028,0.2647258,34.39682261,0.46290284,33.20959028,0.25458818,34.39682261,0.44801332,33.20959028,0.25932027
Sample,Sample MSC,Human,Human MSC,H2,H2 MSC,H20157,H20157 MSC,H20157 MSC - IBSP,MSC,IBSP,3,H2M2,study-collection-qPCR-H2 - plate2,7/30/2020,Emilie Briscoe,33.66386032,1.96,34.39682261,1.22402472,33.20959028,0.74826665,34.39682261,0.95762206,33.20959028,0.52667479,34.39682261,1.07499234,33.20959028,0.62222994
Sample,Sample Adipogenic,Human,Human Adipogenic,H2,H2 Adipogenic,H20157,H20157 Adipogenic,H20157 Adipogenic - IBSP,Adipogenic,IBSP,1,H2A2,study-collection-qPCR-H2 - plate2,7/30/2020,Emilie Briscoe,Undetermined,1.96,34.39682261,,33.20959028,,34.39682261,,33.20959028,,34.39682261,,33.20959028,
Sample,Sample Adipogenic,Human,Human Adipogenic,H2,H2 Adipogenic,H20157,H20157 Adipogenic,H20157 Adipogenic - IBSP,Adipogenic,IBSP,2,H2A2,study-collection-qPCR-H2 - plate2,7/30/2020,Emilie Briscoe,Undetermined,1.96,34.39682261,,33.20959028,,34.39682261,,33.20959028,,34.39682261,,33.20959028,
Sample,Sample Adipogenic,Human,Human Adipogenic,H2,H2 Adipogenic,H20157,H20157 Adipogenic,H20157 Adipogenic - IBSP,Adipogenic,IBSP,3,H2A2,study-collection-qPCR-H2 - plate2,7/30/2020,Emilie Briscoe,Undetermined,1.96,34.39682261,,33.20959028,,34.39682261,,33.20959028,,34.39682261,,33.20959028,
Sample,Sample Chondrogenic,Human,Human Chondrogenic,H2,H2 Chondrogenic,H20157,H20157 Chondrogenic,H20157 Chondrogenic - IBSP,Chondrogenic,IBSP,1,H2C2,study-collection-qPCR-H2 - plate2,7/30/2020,Emilie Briscoe,Undetermined,1.96,34.39682261,,33.20959028,,34.39682261,,33.20959028,,34.39682261,,33.20959028,
Sample,Sample Chondrogenic,Human,Human Chondrogenic,H2,H2 Chondrogenic,H20157,H20157 Chondrogenic,H20157 Chondrogenic - IBSP,Chondrogenic,IBSP,2,H2C2,study-collection-qPCR-H2 - plate2,7/30/2020,Emilie Briscoe,Undetermined,1.96,34.39682261,,33.20959028,,34.39682261,,33.20959028,,34.39682261,,33.20959028,
Sample,Sample Chondrogenic,Human,Human Chondrogenic,H2,H2 Chondrogenic,H20157,H20157 Chondrogenic,H20157 Chondrogenic - IBSP,Chondrogenic,IBSP,3,H2C2,study-collection-qPCR-H2 - plate2,7/30/2020,Emilie Briscoe,Undetermined,1.96,34.39682261,,33.20959028,,34.39682261,,33.20959028,,34.39682261,,33.20959028,
Sample,Sample Osteogenic,Human,Human Osteogenic,H2,H2 Osteogenic,H20157,H20157 Osteogenic,H20157 Osteogenic - IBSP,Osteogenic,IBSP,1,H2O2,study-collection-qPCR-H2 - plate2,7/30/2020,Emilie Briscoe,37.85212326,1.96,34.39682261,0.5401541,33.20959028,0.33020518,34.39682261,0.14801748,33.20959028,0.08140693,34.39682261,0.2750412,33.20959028,0.15920008
Sample,Sample Osteogenic,Human,Human Osteogenic,H2,H2 Osteogenic,H20157,H20157 Osteogenic,H20157 Osteogenic - IBSP,Osteogenic,IBSP,2,H2O2,study-collection-qPCR-H2 - plate2,7/30/2020,Emilie Briscoe,34.33719254,1.96,34.39682261,2.03209745,33.20959028,1.24225494,34.39682261,0.78453678,33.20959028,0.43148102,34.39682261,1.235012,33.20959028,0.71485295
Sample,Sample Osteogenic,Human,Human Osteogenic,H2,H2 Osteogenic,H20157,H20157 Osteogenic,H20157 Osteogenic - IBSP,Osteogenic,IBSP,3,H2O2,study-collection-qPCR-H2 - plate2,7/30/2020,Emilie Briscoe,Undetermined,1.96,34.39682261,,33.20959028,,34.39682261,,33.20959028,,34.39682261,,33.20959028,
Sample,Sample iPSC,Human,Human iPSC,H3,H3 iPSC,H28126,H28126 iPSC,H28126 iPSC - IBSP,iPSC,IBSP,1,H3I2,study-collection-qPCR-H3 - plate2,8/28/2020,Emilie Briscoe,32.10559082,2.45,31.09540304,0.43429978,,,31.09540304,0.46231449,,,31.09540304,0.4492534,,
Sample,Sample iPSC,Human,Human iPSC,H3,H3 iPSC,H28126,H28126 iPSC,H28126 iPSC - IBSP,iPSC,IBSP,2,H3I2,study-collection-qPCR-H3 - plate2,8/28/2020,Emilie Briscoe,30.89306068,2.45,31.09540304,1.17279536,,,31.09540304,1.36013053,,,31.09540304,1.26943977,,
Sample,Sample iPSC,Human,Human iPSC,H3,H3 iPSC,H28126,H28126 iPSC,H28126 iPSC - IBSP,iPSC,IBSP,3,H3I2,study-collection-qPCR-H3 - plate2,8/28/2020,Emilie Briscoe,30.2875576,2.45,31.09540304,1.96330669,,,31.09540304,1.59031043,,,31.09540304,1.75346269,,
Sample,Sample MSC,Human,Human MSC,H3,H3 MSC,H28126,H28126 MSC,H28126 MSC - IBSP,MSC,IBSP,1,H3M1,study-collection-qPCR-H3 - plate2,8/28/2020,Emilie Briscoe,Undetermined,2.45,31.09540304,,,,31.09540304,,,,31.09540304,,,
Sample,Sample MSC,Human,Human MSC,H3,H3 MSC,H28126,H28126 MSC,H28126 MSC - IBSP,MSC,IBSP,2,H3M1,study-collection-qPCR-H3 - plate2,8/28/2020,Emilie Briscoe,Undetermined,2.45,31.09540304,,,,31.09540304,,,,31.09540304,,,
Sample,Sample MSC,Human,Human MSC,H3,H3 MSC,H28126,H28126 MSC,H28126 MSC - IBSP,MSC,IBSP,3,H3M1,study-collection-qPCR-H3 - plate2,8/28/2020,Emilie Briscoe,Undetermined,2.45,31.09540304,,,,31.09540304,,,,31.09540304,,,
