,refsnp_id,ensembl_gene_stable_id
1916,rs4951440,
1917,rs2970592,ENSG00000143476
1918,rs2986559,ENSG00000198756
1919,rs3011996,ENSG00000184005
1920,rs3014216,
1921,rs3014276,
1922,rs3015321,
1923,rs6425309,
1924,rs6540832,ENSG00000152104
1925,rs3121206,
1926,rs6655975,ENSG00000143384
1927,rs663599,ENSG00000150457
1928,rs390195,
1929,rs2755237,
1930,rs2776959,ENSG00000139514
1931,rs3118651,
1932,rs3118906,ENSG00000186047
1933,rs3742262,ENSG00000102763
1934,rs3818416,ENSG00000136160
1935,rs4769541,ENSG00000152484
1936,rs4941639,ENSG00000102547
1937,rs4941870,
1938,rs4941989,
1939,rs4942794,ENSG00000102531
1940,rs6492538,
1941,rs6561319,
1942,rs6562757,
1943,rs6563199,
1944,rs6563739,ENSG00000133103
1945,rs3736242,ENSG00000101665
1946,rs3764482,ENSG00000101665
1947,rs3974759,
1948,rs4798177,ENSG00000158270
1949,rs6567160,
1950,rs4133168,ENSG00000198795
1951,rs4369779,ENSG00000134508
1952,rs4519409,ENSG00000198795
1953,rs4567801,ENSG00000134030
1954,rs4567801,ENSG00000282825
1955,rs263003,ENSG00000283765
1956,rs267239,ENSG00000144791
1957,rs300982,
1958,rs323623,ENSG00000152601
1959,rs358056,ENSG00000157445
1960,rs300904,
1961,rs572169,ENSG00000121853
1962,rs2665881,ENSG00000138639
1963,rs2703126,
1964,rs2724475,ENSG00000178177
1965,rs2726490,
1966,rs2596657,ENSG00000131374
1967,rs2597513,
1968,rs2884401,ENSG00000071205
1969,rs2904103,ENSG00000109339
1970,rs2707982,ENSG00000163710
1971,rs2728923,ENSG00000196220
1972,rs3129317,
1973,rs2871960,ENSG00000177311
1974,rs3752442,ENSG00000109758
1975,rs2886141,ENSG00000144668
1976,rs2886521,
1977,rs2889854,
1978,rs3762939,
1979,rs3796536,ENSG00000109787
1980,rs3805148,ENSG00000134852
1981,rs3805148,ENSG00000134851
1982,rs3817270,ENSG00000145216
1983,rs3817270,ENSG00000282278
1984,rs3172417,ENSG00000163705
1985,rs3172417,ENSG00000144554
1986,rs3172417,LRG_306
1987,rs3732858,ENSG00000144649
1988,rs3733170,ENSG00000170860
1989,rs3772512,ENSG00000114423
1990,rs3772512,LRG_1179
1991,rs3772554,ENSG00000170017
1992,rs4130791,
1993,rs3804664,ENSG00000152952
1994,rs4619807,
1995,rs4677156,
1996,rs4689977,
1997,rs4256170,ENSG00000088538
1998,rs4270485,ENSG00000156931
1999,rs4325879,
2000,rs4336059,ENSG00000118007
2001,rs4355273,ENSG00000164081
2002,rs4393850,
2003,rs4504305,
2004,rs4437116,
2005,rs4513429,
2006,rs4525847,
2007,rs4539979,ENSG00000182923
2008,rs6440018,
2009,rs4694168,
2010,rs4685234,ENSG00000154783
2011,rs4686694,ENSG00000073792
2012,rs4686708,
2013,rs4686904,
2014,rs4699384,ENSG00000248713
2015,rs4855842,ENSG00000067560
2016,rs4833034,
2017,rs6444307,ENSG00000145012
2018,rs6445247,ENSG00000144724
2019,rs6446166,
2020,rs6549499,ENSG00000163605
2021,rs6550457,ENSG00000093167
2022,rs6449377,
2023,rs6533498,ENSG00000170522
2024,rs4834927,
2025,rs4835018,ENSG00000279481
2026,rs4835018,ENSG00000151612
2027,rs4894797,ENSG00000075420
2028,rs4861100,ENSG00000064042
2029,rs4973930,ENSG00000168038
2030,rs4956038,
2031,rs6537316,ENSG00000285713
2032,rs4702,ENSG00000140564
2033,rs547338,ENSG00000138622
2034,rs568165,ENSG00000184277
2035,rs605372,ENSG00000166147
2036,rs605372,LRG_778
2037,rs2969,ENSG00000159217
2038,rs417734,ENSG00000184640
2039,rs542939,ENSG00000168792
2040,rs563916,ENSG00000136436
2041,rs584828,
2042,rs338347,
2043,rs2682919,
2044,rs2684777,ENSG00000140443
2045,rs2684794,ENSG00000140443
2046,rs2871011,ENSG00000260836
2047,rs2871011,ENSG00000214575
2048,rs2871011,ENSG00000277445
2049,rs2871865,ENSG00000140443
2050,rs2899809,
2051,rs2628189,ENSG00000141298
2052,rs2663345,ENSG00000264429
2053,rs2663345,ENSG00000159842
2054,rs2663345,ENSG00000278741
2055,rs2663345,ENSG00000276016
2056,rs2715554,ENSG00000131759
2057,rs2715819,ENSG00000108984
2058,rs3743266,ENSG00000069667
2059,rs2727062,ENSG00000074755
2060,rs3743398,ENSG00000157766
2061,rs3748374,ENSG00000176700
2062,rs3748374,ENSG00000177082
2063,rs3764245,
2064,rs2740351,ENSG00000167695
2065,rs2741856,
2066,rs3784374,ENSG00000103942
2067,rs2787508,ENSG00000166263
2068,rs2854327,ENSG00000196712
2069,rs3803341,ENSG00000159459
2070,rs3809569,ENSG00000137834
2071,rs2879258,ENSG00000265460
2072,rs3817428,ENSG00000157766
2073,rs3825847,ENSG00000103740
2074,rs3825847,ENSG00000166411
2075,rs2905851,
2076,rs2909430,ENSG00000141510
2077,rs2909430,LRG_321
2078,rs3110496,ENSG00000198720
2079,rs3110496,ENSG00000108262
2080,rs4246302,ENSG00000140470
2081,rs3760318,ENSG00000184060
2082,rs3764417,
2083,rs3785568,ENSG00000007314
2084,rs3848460,
2085,rs4442780,
2086,rs4461027,
2087,rs4473163,
2088,rs4482264,ENSG00000140470
2089,rs4483802,ENSG00000169032
2090,rs4483802,LRG_725
2091,rs4497664,
2092,rs4534816,
2093,rs4534818,
2094,rs4567683,ENSG00000140470
2095,rs4076427,ENSG00000181409
2096,rs4076427,ENSG00000175866
2097,rs4077074,ENSG00000169689
2098,rs4130668,ENSG00000132510
2099,rs4616261,
2100,rs4774388,ENSG00000069667
2101,rs4350617,ENSG00000176927
2102,rs4427850,
2103,rs4776472,
2104,rs4776576,ENSG00000278570
2105,rs4494608,ENSG00000126653
2106,rs4777409,ENSG00000187720
2107,rs4577128,ENSG00000154229
2108,rs4924755,
2109,rs5742914,ENSG00000067221
2110,rs5742915,ENSG00000140464
2111,rs4968280,ENSG00000158955
2112,rs4968280,ENSG00000276799
2113,rs4968575,
2114,rs4968679,ENSG00000007314
2115,rs4968799,
2116,rs4986172,ENSG00000181513
2117,rs6493824,ENSG00000069869
2118,rs6494509,ENSG00000103707
2119,rs6494638,ENSG00000103591
2120,rs6495116,ENSG00000179361
2121,rs6495962,
2122,rs6503090,
2123,rs6496620,ENSG00000140548
2124,rs6503437,ENSG00000225190
2125,rs6503437,ENSG00000277111
2126,rs6503437,ENSG00000276358
2127,rs6598308,ENSG00000140470
2128,rs6504389,ENSG00000120093
2129,rs4777828,
2130,rs4605213,ENSG00000011052
2131,rs4605213,ENSG00000243678
2132,rs4646365,ENSG00000133027
2133,rs4778639,ENSG00000172349
2134,rs4790981,ENSG00000171634
2135,rs4886755,ENSG00000169752
2136,rs4886891,ENSG00000169783
2137,rs4792953,ENSG00000108799
2138,rs4793612,ENSG00000167083
2139,rs4924564,
2140,rs4794649,
2141,rs4965250,
2142,rs4966005,
2143,rs3922,ENSG00000160683
2144,rs3922,ENSG00000186174
2145,rs319016,ENSG00000086991
2146,rs330259,ENSG00000135362
2147,rs374796,ENSG00000170959
2148,rs479844,
2149,rs496248,ENSG00000196914
2150,rs498870,ENSG00000134909
2151,rs521765,ENSG00000086991
2152,rs531236,ENSG00000151702
2153,rs3549,ENSG00000113140
2154,rs25887,
2155,rs26537,ENSG00000145782
2156,rs27755,ENSG00000134986
2157,rs297,ENSG00000175445
2158,rs590121,ENSG00000149257
2159,rs31198,
2160,rs592373,ENSG00000130592
2161,rs606452,ENSG00000149257
2162,rs606799,ENSG00000254469
2163,rs608251,
2164,rs612010,ENSG00000168005
2165,rs33852,
2166,rs34651,ENSG00000083312
2167,rs35942,ENSG00000185305
2168,rs633943,
2169,rs39881,
2170,rs640120,ENSG00000110367
2171,rs640603,
2172,rs40990,ENSG00000217128
2173,rs40990,ENSG00000273217
2174,rs641018,ENSG00000172500
2175,rs648566,ENSG00000151702
2176,rs654723,ENSG00000151702
2177,rs663747,
2178,rs292168,
2179,rs316413,ENSG00000172262
2180,rs327267,
2181,rs335435,ENSG00000198055
2182,rs336081,ENSG00000164287
2183,rs258763,
2184,rs264759,
2185,rs274679,ENSG00000112941
2186,rs352347,ENSG00000164284
2187,rs356447,ENSG00000171604
2188,rs370571,
2189,rs411840,ENSG00000145687
2190,rs415817,
2191,rs422421,ENSG00000160867
2192,rs426120,ENSG00000164244
2193,rs450986,
2194,rs456775,ENSG00000069020
2195,rs457008,
2196,rs466522,ENSG00000087116
2197,rs466522,ENSG00000283802
2198,rs614990,
2199,rs284847,ENSG00000148795
2200,rs332126,ENSG00000095787
2201,rs2746602,
2202,rs2609996,
2203,rs2850791,
2204,rs2640730,ENSG00000168077
2205,rs3019011,
2206,rs3019752,ENSG00000287725
2207,rs3019752,ENSG00000162341
2208,rs2721940,ENSG00000104447
2209,rs3136447,ENSG00000180210
2210,rs3136447,LRG_551
2211,rs3206824,ENSG00000050165
2212,rs2874670,ENSG00000104765
2213,rs2879368,
2214,rs3750940,ENSG00000050165
2215,rs3781923,ENSG00000186642
2216,rs3817335,ENSG00000109919
2217,rs3853291,
2218,rs3864883,
2219,rs3867133,ENSG00000173898
2220,rs3886195,ENSG00000087884
2221,rs3904265,
2222,rs3915398,ENSG00000187079
2223,rs3918298,ENSG00000110092
2224,rs3918298,LRG_990
2225,rs3923203,ENSG00000173156
2226,rs2948300,
2227,rs2956605,
2228,rs4145700,ENSG00000048649
2229,rs4601790,ENSG00000173442
2230,rs3808527,ENSG00000134013
2231,rs3812423,ENSG00000104756
2232,rs3923920,ENSG00000147408
2233,rs4757903,
2234,rs4133001,
2235,rs4291276,ENSG00000134013
2236,rs4313171,
2237,rs4339600,ENSG00000147606
2238,rs4339600,ENSG00000214954
2239,rs4988321,ENSG00000162337
2240,rs4427198,ENSG00000183117
2241,rs4471009,
2242,rs4495442,ENSG00000264668
2243,rs4495442,ENSG00000181638
2244,rs4255520,ENSG00000053918
2245,rs4255520,LRG_287
2246,rs2979510,ENSG00000157110
2247,rs4320932,ENSG00000284779
2248,rs4320932,ENSG00000129965
2249,rs4341514,
2250,rs3105189,ENSG00000132549
2251,rs3105189,LRG_351
2252,rs3133577,
2253,rs4540846,
2254,rs4564374,
2255,rs4551307,
2256,rs6484304,
2257,rs6484787,ENSG00000149090
2258,rs6485671,
2259,rs4733585,
2260,rs4734058,
2261,rs4735639,ENSG00000132549
2262,rs4735639,LRG_351
2263,rs4735766,
2264,rs6591256,
2265,rs4736916,
2266,rs4737446,
2267,rs6598114,
2268,rs4738474,ENSG00000170786
2269,rs4872206,
2270,rs4873546,ENSG00000164808
2271,rs4876361,
2272,rs2731880,ENSG00000079215
2273,rs2740584,
2274,rs6468409,
2275,rs6472362,
2276,rs6473754,
2277,rs2913731,ENSG00000113194
2278,rs2961684,ENSG00000175309
2279,rs2972758,ENSG00000250722
2280,rs2973051,ENSG00000168621
2281,rs2973114,
2282,rs3733750,ENSG00000131446
2283,rs3749759,ENSG00000120318
2284,rs3756668,ENSG00000145675
2285,rs3761772,ENSG00000177058
2286,rs3761772,ENSG00000152670
2287,rs3776069,ENSG00000132915
2288,rs3792884,ENSG00000197208
2289,rs3805600,ENSG00000151422
2290,rs3811958,ENSG00000113389
2291,rs3857267,
2292,rs3886182,
2293,rs3891636,
2294,rs4242116,ENSG00000112964
2295,rs4282339,ENSG00000184347
2296,rs2607863,ENSG00000182771
2297,rs2860750,ENSG00000138193
2298,rs4835672,
2299,rs2983858,ENSG00000226113
2300,rs2983858,ENSG00000283930
2301,rs4912636,
2302,rs4921010,
2303,rs4921518,ENSG00000164330
2304,rs4421140,ENSG00000134480
2305,rs4421140,ENSG00000145715
2306,rs4489092,ENSG00000164199
2307,rs2797901,
2308,rs4620037,ENSG00000156427
2309,rs4700677,ENSG00000049192
2310,rs267195,ENSG00000153162
2311,rs270417,ENSG00000153162
2312,rs3127230,ENSG00000107829
2313,rs3730463,ENSG00000166169
2314,rs3730463,ENSG00000166171
2315,rs3740237,ENSG00000120616
2316,rs3740607,ENSG00000107959
2317,rs314279,ENSG00000187772
2318,rs3781070,ENSG00000183049
2319,rs6450136,
2320,rs3977755,
2321,rs389663,ENSG00000282218
2322,rs389663,ENSG00000164465
2323,rs389883,ENSG00000204344
2324,rs389883,ENSG00000206342
2325,rs389883,ENSG00000272295
2326,rs389883,ENSG00000206338
2327,rs389883,ENSG00000226257
2328,rs389883,ENSG00000234947
2329,rs389883,ENSG00000236250
2330,rs389883,ENSG00000226033
2331,rs393203,
2332,rs395962,ENSG00000187772
2333,rs420361,ENSG00000204188
2334,rs6579789,ENSG00000183876
2335,rs6601211,
2336,rs483503,
2337,rs486359,ENSG00000146477
2338,rs494620,ENSG00000204385
2339,rs494620,ENSG00000231479
2340,rs494620,ENSG00000235336
2341,rs494620,ENSG00000228263
2342,rs494620,ENSG00000206338
2343,rs494620,ENSG00000206378
2344,rs494620,ENSG00000232180
2345,rs494620,ENSG00000229077
2346,rs614570,ENSG00000096093
2347,rs646984,
2348,rs646984,ENSG00000206240
2349,rs646984,ENSG00000206306
2350,rs646984,ENSG00000236884
2351,rs646984,ENSG00000228080
2352,rs646984,ENSG00000229074
2353,rs652576,ENSG00000083123
2354,rs4933681,
2355,rs4980067,
2356,rs5030941,ENSG00000156510
2357,rs504056,
2358,rs504139,
2359,rs509067,
2360,rs511817,
2361,rs519604,ENSG00000111817
2362,rs4551673,
2363,rs4612730,ENSG00000107679
2364,rs4749274,ENSG00000169126
2365,rs6479905,ENSG00000165476
2366,rs6583871,
2367,rs6602026,ENSG00000067057
2368,rs2748483,
2369,rs2763273,
2370,rs2793335,ENSG00000112773
2371,rs2813536,ENSG00000131018
2372,rs2815005,ENSG00000196821
2373,rs2815116,ENSG00000164626
2374,rs2842647,
2375,rs2844480,
2376,rs2857106,ENSG00000241106
2377,rs2857106,ENSG00000250264
2378,rs2857106,
2379,rs2857598,
2380,rs2881823,ENSG00000131018
2381,rs2894889,
2382,rs3008841,
2383,rs3020418,ENSG00000091831
2384,rs3020418,LRG_992
2385,rs3778321,ENSG00000124782
2386,rs3778519,ENSG00000112699
2387,rs3799378,ENSG00000026950
2388,rs3800404,
2389,rs3805901,ENSG00000083123
2390,rs3812163,
2391,rs3813498,ENSG00000118689
2392,rs3819714,ENSG00000250264
2393,rs3819714,ENSG00000204267
2394,rs3819714,ENSG00000228582
2395,rs3819714,ENSG00000237599
2396,rs3819714,ENSG00000223481
2397,rs3819714,ENSG00000225967
2398,rs3819714,ENSG00000232326
2399,rs3819714,ENSG00000206299
2400,rs3819714,ENSG00000206235
2401,rs3822939,ENSG00000112319
2402,rs3828760,ENSG00000112773
2403,rs3830058,ENSG00000179344
2404,rs3830058,ENSG00000206237
2405,rs3830058,ENSG00000206302
2406,rs3830058,ENSG00000233209
2407,rs3830058,ENSG00000231939
2408,rs3830058,ENSG00000225824
2409,rs3830058,ENSG00000231286
2410,rs3891175,ENSG00000179344
2411,rs3891175,
2412,rs3891175,ENSG00000233209
2413,rs3891175,ENSG00000231939
2414,rs3891175,ENSG00000225824
2415,rs3891175,ENSG00000231286
2416,rs4140408,
2417,rs4236130,ENSG00000146151
2418,rs4476846,ENSG00000184530
2419,rs3130614,ENSG00000204516
2420,rs3130614,ENSG00000234218
2421,rs3130614,ENSG00000231179
2422,rs3130614,ENSG00000227772
2423,rs3130614,ENSG00000238289
2424,rs3130614,ENSG00000224378
2425,rs3130614,ENSG00000206449
2426,rs3130614,ENSG00000231372
2427,rs3130922,
2428,rs3131847,
2429,rs3218100,ENSG00000112576
2430,rs3218100,LRG_998
2431,rs3734322,ENSG00000029639
2432,rs4713908,ENSG00000096060
2433,rs4714468,
2434,rs4870056,ENSG00000091831
2435,rs4870056,LRG_992
2436,rs4896582,ENSG00000112414
2437,rs6458122,ENSG00000146122
2438,rs6459184,
2439,rs6569765,
2440,rs6570436,
2441,rs4520026,
2442,rs4706898,ENSG00000112773
2443,rs5030955,
2444,rs445912,ENSG00000101057
2445,rs619865,ENSG00000261582
2446,rs619865,ENSG00000242372
2447,rs4911261,ENSG00000088305
2448,rs4911261,LRG_56
2449,rs6011066,ENSG00000197114
2450,rs6011066,ENSG00000273154
2451,rs2868714,ENSG00000149654
2452,rs6016565,ENSG00000124177
2453,rs6018156,ENSG00000197122
2454,rs6018156,LRG_1018
2455,rs6019378,ENSG00000124126
2456,rs6021801,
2457,rs3003137,ENSG00000196132
2458,rs3003137,ENSG00000276876
2459,rs3746765,ENSG00000101191
2460,rs3787496,ENSG00000087460
2461,rs3813920,ENSG00000131061
2462,rs4810266,ENSG00000101082
2463,rs4812042,ENSG00000087460
2464,rs6029182,
2465,rs6031858,ENSG00000166913
2466,rs6034531,ENSG00000089177
2467,rs6038506,
2468,rs6040337,
2469,rs6058283,ENSG00000214078
2470,rs6058750,
2471,rs6060355,
2472,rs6060612,ENSG00000025293
2473,rs6077205,
2474,rs6077973,
2475,rs6080830,
2476,rs6082353,ENSG00000088970
2477,rs6085658,
2478,rs6085662,
2479,rs6088580,ENSG00000198646
2480,rs6088580,ENSG00000101464
2481,rs6088638,ENSG00000131069
2482,rs6090501,
2483,rs6100340,
2484,rs6109339,
2485,rs6112527,ENSG00000185052
2486,rs6119935,ENSG00000285382
2487,rs6122172,ENSG00000130584
2488,rs6123568,
2489,rs6128327,ENSG00000124209
2490,rs6130671,
2491,rs6065781,
2492,rs6068097,ENSG00000020256
2493,rs6069681,
2494,rs6071671,ENSG00000259399
2495,rs6071671,ENSG00000101084
2496,rs6074013,ENSG00000124160
2497,rs6136595,
2498,rs6140062,
2499,rs6141443,ENSG00000125970
2500,rs6141600,ENSG00000088367
2501,rs3210043,ENSG00000258643
2502,rs3210043,ENSG00000129473
2503,rs3742652,ENSG00000133962
2504,rs3742652,ENSG00000274338
2505,rs3784122,ENSG00000182185
2506,rs4144153,
2507,rs4502122,ENSG00000139970
2508,rs4898853,ENSG00000020577
2509,rs4898972,
2510,rs4901902,
2511,rs4902367,
2512,rs4903104,ENSG00000100767
2513,rs4905179,
2514,rs2588808,ENSG00000182185
2515,rs2753934,ENSG00000197249
2516,rs2753934,ENSG00000277377
2517,rs6573320,
2518,rs5269,ENSG00000163273
2519,rs283468,ENSG00000204120
2520,rs288326,ENSG00000162998
2521,rs300152,
2522,rs492400,ENSG00000135913
2523,rs494120,ENSG00000163072
2524,rs540652,ENSG00000152253
2525,rs540652,ENSG00000163072
2526,rs540652,ENSG00000275326
2527,rs540652,ENSG00000277909
2528,rs631746,
2529,rs650508,ENSG00000171132
2530,rs655935,
2531,rs343971,ENSG00000143919
2532,rs371825,
2533,rs448513,ENSG00000115183
2534,rs2602673,
2535,rs3103274,ENSG00000144535
2536,rs3103274,LRG_534
2537,rs3107179,ENSG00000163273
2538,rs3111726,ENSG00000088179
2539,rs3731667,ENSG00000132031
2540,rs3731900,ENSG00000144567
2541,rs3761715,
2542,rs3769573,ENSG00000018699
2543,rs3770433,ENSG00000198586
2544,rs3789068,ENSG00000153094
2545,rs3789068,LRG_620
2546,rs3789131,ENSG00000153093
2547,rs3790995,ENSG00000163359
2548,rs3790995,LRG_473
2549,rs3791673,ENSG00000115380
2550,rs3791679,ENSG00000115380
2551,rs3811522,ENSG00000162869
2552,rs3885668,
2553,rs3914571,ENSG00000143970
2554,rs3922853,
2555,rs4398264,ENSG00000115053
2556,rs4417739,
2557,rs4425077,
2558,rs4627543,ENSG00000119812
2559,rs4627609,ENSG00000169621
2560,rs4627609,ENSG00000169618
2561,rs4640402,ENSG00000115641
2562,rs4665628,ENSG00000119771
2563,rs4666070,ENSG00000075426
2564,rs4241349,ENSG00000169604
2565,rs4312527,ENSG00000169604
2566,rs4349340,ENSG00000173744
2567,rs4369918,
2568,rs4972426,
2569,rs4973036,ENSG00000144535
2570,rs4973036,LRG_534
2571,rs4973517,ENSG00000144535
2572,rs4973517,LRG_534
2573,rs4973544,ENSG00000135930
2574,rs6432244,
2575,rs6433300,
2576,rs6433457,ENSG00000172845
2577,rs6542180,ENSG00000115091
2578,rs6545925,
2579,rs3744749,
2580,rs4253755,ENSG00000186951
2581,rs4361209,
2582,rs4373007,ENSG00000185666
2583,rs4820044,ENSG00000100100
2584,rs5750825,ENSG00000100324
2585,rs5754387,ENSG00000185651
2586,rs5758657,ENSG00000100207
2587,rs5758657,
2588,rs5758657,ENSG00000280467
2589,rs5758657,ENSG00000282892
2590,rs5758657,ENSG00000283026
2591,rs5758657,ENSG00000281897
2592,rs5758657,ENSG00000283681
2593,rs4670745,
2594,rs4670893,ENSG00000049323
2595,rs4671636,
2596,rs4671978,ENSG00000214595
2597,rs4671996,ENSG00000214595
2598,rs4676386,
2599,rs4848115,ENSG00000074047
2600,rs4848320,ENSG00000125618
2601,rs4848320,ENSG00000189223
2602,rs4852777,ENSG00000075292
2603,rs4852864,ENSG00000115977
2604,rs4852902,
2605,rs4907311,ENSG00000121152
2606,rs4952672,
2607,rs5762891,ENSG00000183579
2608,rs5769136,
2609,rs5997579,ENSG00000176635
2610,rs6001029,ENSG00000184381
2611,rs6007043,
2612,rs350844,ENSG00000077463
2613,rs350912,ENSG00000126934
2614,rs350912,LRG_750
2615,rs351981,ENSG00000011304
2616,rs439401,ENSG00000280087
2617,rs598468,
2618,rs3813143,ENSG00000196263
2619,rs3815913,ENSG00000090006
2620,rs4072910,
2621,rs4801540,ENSG00000166704
2622,rs4801540,ENSG00000176593
2623,rs4801677,ENSG00000197483
2624,rs4801967,ENSG00000269547
2625,rs4801967,ENSG00000282835
2626,rs4804311,ENSG00000142347
2627,rs4805189,ENSG00000251247
2628,rs4805189,ENSG00000185869
2629,rs4806862,ENSG00000176533
2630,rs4807470,ENSG00000141905
2631,rs6509437,ENSG00000142546
2632,rs2656924,ENSG00000276043
2633,rs2682560,
2634,rs2853336,ENSG00000105699
2635,rs2909902,ENSG00000142230
2636,rs3730849,ENSG00000105486
2637,rs3730849,LRG_78
2638,rs3745329,ENSG00000141979
2639,rs3745329,ENSG00000268790
2640,rs3745329,ENSG00000105085
2641,rs609985,ENSG00000105559
2642,rs6511689,ENSG00000130816
2643,rs467238,
2644,rs2830586,ENSG00000154736
2645,rs2832019,
2646,rs2832218,ENSG00000156265
2647,rs2833815,ENSG00000166979
2648,rs2833815,ENSG00000265590
2649,rs2834464,
2650,rs2835704,
2651,rs2836618,
2652,rs2839078,
2653,rs2839232,ENSG00000160299
2654,rs3088026,ENSG00000142173
2655,rs3088026,LRG_476
2656,rs5475,ENSG00000140830
2657,rs5475,ENSG00000257017
2658,rs445,ENSG00000105810
2659,rs445,LRG_991
2660,rs6222,ENSG00000017427
2661,rs2895,ENSG00000106003
2662,rs44466,
2663,rs26849,ENSG00000184207
2664,rs30235,
2665,rs30778,
2666,rs35226,ENSG00000140937
2667,rs39999,ENSG00000102908
2668,rs39999,LRG_1332
2669,rs296889,
2670,rs306784,ENSG00000148180
2671,rs353785,
2672,rs357564,ENSG00000185920
2673,rs357564,LRG_515
2674,rs270877,
2675,rs42518,ENSG00000164692
2676,rs42518,LRG_2
2677,rs310796,ENSG00000165891
2678,rs452312,ENSG00000182752
2679,rs473902,ENSG00000185920
2680,rs473902,LRG_515
2681,rs524975,ENSG00000285082
2682,rs328392,ENSG00000140836
2683,rs495360,
2684,rs273945,ENSG00000182158
2685,rs274002,ENSG00000182158
2686,rs587364,ENSG00000011454
2687,rs599955,ENSG00000107249
2688,rs610116,
2689,rs619698,
2690,rs657239,ENSG00000136848
2691,rs334502,ENSG00000136205
2692,rs339054,ENSG00000128595
2693,rs365836,ENSG00000257923
2694,rs508347,ENSG00000153814
2695,rs2646126,ENSG00000103196
2696,rs2707612,
2697,rs2719655,ENSG00000153060
2698,rs2880663,ENSG00000090905
2699,rs2966116,ENSG00000153815
2700,rs2968482,ENSG00000103335
2701,rs2968482,LRG_1137
2702,rs3790086,ENSG00000198373
2703,rs3829539,ENSG00000103550
2704,rs3848370,
2705,rs3859117,ENSG00000121274
2706,rs3863445,ENSG00000153774
2707,rs3868143,ENSG00000168676
2708,rs3931036,ENSG00000103051
2709,rs4303473,ENSG00000103196
2710,rs4545829,
2711,rs2778026,
2712,rs4984637,ENSG00000196557
2713,rs5015439,ENSG00000103227
2714,rs2711545,
2715,rs2720175,
2716,rs2730937,
2717,rs2881556,
2718,rs2888604,ENSG00000136048
2719,rs2900208,ENSG00000139083
2720,rs2900208,LRG_609
2721,rs3780348,ENSG00000188312
2722,rs3780348,ENSG00000106819
2723,rs3802455,ENSG00000148120
2724,rs3808876,ENSG00000164972
2725,rs4782509,ENSG00000103335
2726,rs4782509,LRG_1137
2727,rs4782865,ENSG00000140961
2728,rs4782865,ENSG00000103150
2729,rs2810489,ENSG00000169925
2730,rs4783736,ENSG00000249961
2731,rs2905063,
2732,rs4786283,ENSG00000162063
2733,rs4787489,ENSG00000149930
2734,rs2596144,ENSG00000158104
2735,rs4788811,
2736,rs4843568,ENSG00000260456
2737,rs3814115,
2738,rs2946834,
2739,rs3824359,ENSG00000165661
2740,rs2968894,ENSG00000082805
2741,rs3923776,ENSG00000148384
2742,rs2598105,ENSG00000106483
2743,rs2598105,ENSG00000086289
2744,rs2598108,ENSG00000106483
2745,rs2598108,ENSG00000086289
2746,rs3184504,ENSG00000111252
2747,rs3184504,ENSG00000204842
2748,rs3184504,LRG_621
2749,rs3217795,ENSG00000118971
2750,rs3217795,ENSG00000285901
2751,rs3217820,ENSG00000118971
2752,rs3217820,ENSG00000285901
2753,rs3217862,ENSG00000118971
2754,rs3217862,ENSG00000285901
2755,rs3217863,ENSG00000118971
2756,rs3217863,ENSG00000285901
2757,rs3217916,ENSG00000118971
2758,rs3217916,ENSG00000285901
2759,rs3730071,ENSG00000174233
2760,rs3741414,ENSG00000175189
2761,rs4384452,
2762,rs4743033,ENSG00000148143
2763,rs4743120,
2764,rs4743124,
2765,rs4743989,
2766,rs4745087,ENSG00000083067
2767,rs3087888,ENSG00000156928
2768,rs3087888,ENSG00000136231
2769,rs4534647,
2770,rs4836831,
2771,rs4837870,
2772,rs4597120,ENSG00000136048
2773,rs3213658,
2774,rs3731321,ENSG00000105810
2775,rs3731321,LRG_991
2776,rs3731389,ENSG00000105810
2777,rs3731389,LRG_991
2778,rs4759286,
2779,rs3735529,ENSG00000106006
2780,rs3735529,ENSG00000105997
2781,rs2710976,
2782,rs2715094,ENSG00000106070
2783,rs4289885,ENSG00000157654
2784,rs2717954,ENSG00000155849
2785,rs2718020,
2786,rs3858660,
2787,rs3881293,ENSG00000183955
2788,rs3905643,
2789,rs3910902,
2790,rs4448343,ENSG00000185920
2791,rs4448343,LRG_515
2792,rs2900858,ENSG00000164669
2793,rs4254112,
2794,rs4883201,ENSG00000111752
2795,rs4931135,
2796,rs4148810,ENSG00000005471
2797,rs4149467,ENSG00000169902
2798,rs4236384,ENSG00000182095
2799,rs4964735,ENSG00000198431
2800,rs6478204,
2801,rs4285372,
2802,rs6479421,ENSG00000188312
2803,rs6479461,
2804,rs5742714,ENSG00000017427
2805,rs5744942,ENSG00000177084
2806,rs5744942,LRG_789
2807,rs6416335,ENSG00000089234
2808,rs3757868,ENSG00000087087
2809,rs4761530,ENSG00000169372
2810,rs3801204,ENSG00000106571
2811,rs3807370,ENSG00000055118
2812,rs3807370,LRG_288
2813,rs3823822,ENSG00000003147
2814,rs3846991,ENSG00000146535
2815,rs3846991,ENSG00000174945
2816,rs4767078,ENSG00000089022
2817,rs4767473,ENSG00000174989
2818,rs4768624,
2819,rs4725398,ENSG00000082014
2820,rs4732272,
2821,rs4484585,ENSG00000048052
2822,rs6487998,
2823,rs6488674,
2824,rs6488881,
2825,rs6489159,
2826,rs6489283,ENSG00000082805
2827,rs4577876,
2828,rs4591924,
2829,rs4605988,
2830,rs6539053,
2831,rs6580689,
