ensembl,gene,DE.iPSC
ENSG00000125675,GRIA3,1
ENSG00000152578,GRIA4,1
ENSG00000152208,GRID2,1
ENSG00000149403,GRIK4,1
ENSG00000176884,GRIN1,1
ENSG00000105464,GRIN2D,1
ENSG00000068400,GRIPAP1,1
ENSG00000100077,GRK3,1
ENSG00000125388,GRK4,1
ENSG00000198873,GRK5,1
ENSG00000152822,GRM1,1
ENSG00000124493,GRM4,1
ENSG00000109519,GRPEL1,1
ENSG00000073605,GSDMB,1
ENSG00000105928,GSDME,1
ENSG00000131149,GSE1,1
ENSG00000105723,GSK3A,1
ENSG00000082701,GSK3B,1
ENSG00000148180,GSN,1
ENSG00000235865,GSN-AS1,1
ENSG00000213366,GSTM2,1
ENSG00000168765,GSTM4,1
ENSG00000148834,GSTO1,1
ENSG00000100577,GSTZ1,1
ENSG00000122034,GTF3A,1
ENSG00000100226,GTPBP1,1
ENSG00000107937,GTPBP4,1
ENSG00000163607,GTPBP8,1
ENSG00000048545,GUCA1A,1
ENSG00000070019,GUCY2C,1
ENSG00000144366,GULP1,1
ENSG00000172986,GXYLT2,1
ENSG00000163754,GYG1,1
ENSG00000136732,GYPC,1
ENSG00000104812,GYS1,1
ENSG00000246705,H2AFJ,1
ENSG00000113648,H2AFY,1
ENSG00000099284,H2AFY2,1
ENSG00000164032,H2AFZ,1
ENSG00000165996,HACD1,1
ENSG00000084754,HADHA,1
ENSG00000138029,HADHB,1
ENSG00000173805,HAP1,1
ENSG00000145681,HAPLN1,1
ENSG00000187664,HAPLN4,1
ENSG00000137814,HAUS2,1
ENSG00000131351,HAUS8,1
ENSG00000112339,HBS1L,1
ENSG00000004961,HCCS,1
ENSG00000231074,HCG18,1
ENSG00000180353,HCLS1,1
ENSG00000164588,HCN1,1
ENSG00000121764,HCRTR1,1
ENSG00000100429,HDAC10,1
ENSG00000196591,HDAC2,1
ENSG00000228624,HDAC2-AS2,1
ENSG00000108840,HDAC5,1
ENSG00000147099,HDAC8,1
ENSG00000155393,HEATR3,1
ENSG00000008869,HEATR5B,1
ENSG00000013583,HEBP1,1
ENSG00000051620,HEBP2,1
ENSG00000112406,HECA,1
ENSG00000126107,HECTD3,1
ENSG00000002746,HECW1,1
ENSG00000138411,HECW2,1
ENSG00000119969,HELLS,1
ENSG00000198265,HELZ,1
ENSG00000130589,HELZ2,1
ENSG00000114735,HEMK1,1
ENSG00000138641,HERC3,1
ENSG00000148634,HERC4,1
ENSG00000138646,HERC5,1
ENSG00000138642,HERC6,1
ENSG00000163666,HESX1,1
ENSG00000213614,HEXA,1
ENSG00000168517,HEXIM2,1
ENSG00000163909,HEYL,1
ENSG00000165102,HGSNAT,1
ENSG00000054392,HHAT,1
ENSG00000100644,HIF1A,1
ENSG00000166135,HIF1AN,1
ENSG00000124440,HIF3A,1
ENSG00000149196,HIKESHI,1
ENSG00000135245,HILPDA,1
ENSG00000172273,HINFP,1
ENSG00000137133,HINT2,1
ENSG00000064393,HIPK2,1
ENSG00000149929,HIRIP3,1
ENSG00000180573,HIST1H2AC,1
ENSG00000180596,HIST1H2BC,1
ENSG00000158373,HIST1H2BD,1
ENSG00000124635,HIST1H2BJ,1
ENSG00000184678,HIST2H2BE,1
ENSG00000181218,HIST3H2A,1
ENSG00000010818,HIVEP2,1
ENSG00000156515,HK1,1
ENSG00000181666,HKR1,1
ENSG00000206503,HLA-A,1
ENSG00000234745,HLA-B,1
ENSG00000223865,HLA-DPB1,1
ENSG00000204287,HLA-DRA,1
ENSG00000204592,HLA-E,1
ENSG00000101294,HM13,1
ENSG00000143341,HMCN1,1
ENSG00000189403,HMGB1,1
ENSG00000029993,HMGB3,1
ENSG00000205581,HMGN1,1
ENSG00000198830,HMGN2,1
ENSG00000072571,HMMR,1
ENSG00000188816,HMX2,1
ENSG00000126945,HNRNPH2,1
ENSG00000165119,HNRNPK,1
ENSG00000104824,HNRNPL,1
ENSG00000143889,HNRNPLL,1
ENSG00000125944,HNRNPR,1
ENSG00000153187,HNRNPU,1
ENSG00000105323,HNRNPUL1,1
ENSG00000152413,HOMER1,1
ENSG00000103942,HOMER2,1
ENSG00000215271,HOMEZ,1
ENSG00000134709,HOOK1,1
ENSG00000168172,HOOK3,1
ENSG00000127483,HP1BP3,1
ENSG00000186603,HPDL,1
ENSG00000107521,HPS1,1
ENSG00000163755,HPS3,1
ENSG00000168004,HRASLS5,1
ENSG00000113749,HRH2,1
ENSG00000101180,HRH3,1
ENSG00000134489,HRH4,1
ENSG00000153936,HS2ST1,1
ENSG00000002587,HS3ST1,1
ENSG00000122254,HS3ST2,1
ENSG00000153976,HS3ST3A1,1
ENSG00000249853,HS3ST5,1
ENSG00000167733,HSD11B1L,1
ENSG00000108786,HSD17B1,1
ENSG00000072506,HSD17B10,1
ENSG00000198189,HSD17B11,1
ENSG00000204228,HSD17B8,1
ENSG00000119471,HSDL2,1
ENSG00000160207,HSF2BP,1
ENSG00000204390,HSPA1L,1
ENSG00000126803,HSPA2,1
ENSG00000164070,HSPA4L,1
ENSG00000113013,HSPA9,1
ENSG00000106211,HSPB1,1
ENSG00000081870,HSPB11,1
ENSG00000004776,HSPB6,1
ENSG00000144381,HSPD1,1
ENSG00000115541,HSPE1,1
ENSG00000178394,HTR1A,1
ENSG00000179546,HTR1D,1
ENSG00000147246,HTR2C,1
ENSG00000166736,HTR3A,1
ENSG00000114378,HYAL1,1
ENSG00000068001,HYAL2,1
ENSG00000186792,HYAL3,1
ENSG00000157423,HYDIN,1
ENSG00000188266,HYKK,1
ENSG00000198331,HYLS1,1
ENSG00000242028,HYPK,1
ENSG00000005700,IBTK,1
ENSG00000003147,ICA1,1
ENSG00000090339,ICAM1,1
ENSG00000160223,ICOSLG,1
ENSG00000115738,ID2,1
ENSG00000138413,IDH1,1
ENSG00000182054,IDH2,1
ENSG00000166411,IDH3A,1
ENSG00000101365,IDH3B,1
ENSG00000131203,IDO1,1
ENSG00000010404,IDS,1
ENSG00000152778,IFIT5,1
ENSG00000142166,IFNAR1,1
ENSG00000159110,IFNAR2,1
ENSG00000027697,IFNGR1,1
ENSG00000159128,IFNGR2,1
ENSG00000214706,IFRD2,1
ENSG00000128581,IFT22,1
ENSG00000100360,IFT27,1
ENSG00000118096,IFT46,1
ENSG00000101052,IFT52,1
ENSG00000068885,IFT80,1
ENSG00000122970,IFT81,1
ENSG00000032742,IFT88,1
ENSG00000174498,IGDCC3,1
ENSG00000103742,IGDCC4,1
ENSG00000073792,IGF2BP2,1
ENSG00000136231,IGF2BP3,1
ENSG00000115457,IGFBP2,1
ENSG00000141753,IGFBP4,1
ENSG00000167779,IGFBP6,1
ENSG00000126246,IGFLR1,1
ENSG00000152580,IGSF10,1
ENSG00000144847,IGSF11,1
ENSG00000117154,IGSF21,1
ENSG00000179057,IGSF22,1
ENSG00000085552,IGSF9,1
ENSG00000113141,IK,1
ENSG00000185811,IKZF1,1
ENSG00000137070,IL11RA,1
ENSG00000081985,IL12RB2,1
ENSG00000131724,IL13RA1,1
ENSG00000172458,IL17D,1
ENSG00000163702,IL17RC,1
ENSG00000196083,IL1RAP,1
ENSG00000174564,IL20RB,1
ENSG00000162594,IL23R,1
ENSG00000157368,IL34,1
ENSG00000136688,IL36G,1
ENSG00000077238,IL4R,1
ENSG00000160712,IL6R,1
ENSG00000134352,IL6ST,1
ENSG00000129351,ILF3,1
ENSG00000105135,ILVBL,1
ENSG00000148950,IMMP1L,1
ENSG00000136718,IMP4,1
ENSG00000133731,IMPA1,1
ENSG00000141401,IMPA2,1
ENSG00000154059,IMPACT,1
ENSG00000104331,IMPAD1,1
ENSG00000112706,IMPG1,1
ENSG00000196388,INCA1,1
ENSG00000168395,ING5,1
ENSG00000123999,INHA,1
ENSG00000115274,INO80B,1
ENSG00000198825,INPP5F,1
ENSG00000185133,INPP5J,1
ENSG00000132376,INPP5K,1
ENSG00000165458,INPPL1,1
ENSG00000186480,INSIG1,1
ENSG00000104613,INTS10,1
ENSG00000127054,INTS11,1
ENSG00000185085,INTS5,1
ENSG00000104299,INTS9,1
ENSG00000164066,INTU,1
ENSG00000065150,IPO5,1
ENSG00000173226,IQCB1,1
ENSG00000174628,IQCK,1
ENSG00000140575,IQGAP1,1
ENSG00000145703,IQGAP2,1
ENSG00000198001,IRAK4,1
ENSG00000168310,IRF2,1
ENSG00000117595,IRF6,1
ENSG00000185507,IRF7,1
ENSG00000140968,IRF8,1
ENSG00000185950,IRS2,1
ENSG00000136003,ISCU,1
ENSG00000063241,ISOC2,1
ENSG00000182149,IST1,1
ENSG00000240682,ISY1,1
ENSG00000111203,ITFG2,1
ENSG00000213949,ITGA1,1
ENSG00000137809,ITGA11,1
ENSG00000164171,ITGA2,1
ENSG00000005884,ITGA3,1
ENSG00000083457,ITGAE,1
ENSG00000138448,ITGAV,1
ENSG00000150093,ITGB1,1
ENSG00000147166,ITGB1BP2,1
ENSG00000142856,ITGB3BP,1
ENSG00000132470,ITGB4,1
ENSG00000139626,ITGB7,1
ENSG00000105855,ITGB8,1
ENSG00000078596,ITM2A,1
ENSG00000100605,ITPK1,1
ENSG00000150995,ITPR1,1
ENSG00000123104,ITPR2,1
ENSG00000101384,JAG1,1
ENSG00000171135,JAGN1,1
ENSG00000096968,JAK2,1
ENSG00000154721,JAM2,1
ENSG00000153814,JAZF1,1
ENSG00000140044,JDP2,1
ENSG00000050130,JKAMP,1
ENSG00000081692,JMJD4,1
ENSG00000243789,JMJD7,1
ENSG00000161999,JMJD8,1
ENSG00000152409,JMY,1
ENSG00000100221,JOSD1,1
ENSG00000206053,JPT2,1
ENSG00000225470,JPX,1
ENSG00000234616,JRK,1
ENSG00000173801,JUP,1
ENSG00000107104,KANK1,1
ENSG00000197256,KANK2,1
ENSG00000132854,KANK4,1
ENSG00000144445,KANSL1L,1
ENSG00000139620,KANSL2,1
ENSG00000114166,KAT2B,1
ENSG00000167216,KATNAL2,1
ENSG00000134152,KATNBL1,1
ENSG00000187715,KBTBD12,1
ENSG00000170852,KBTBD2,1
ENSG00000123444,KBTBD4,1
ENSG00000116396,KCNC4,1
ENSG00000089558,KCNH4,1
ENSG00000184611,KCNH7,1
ENSG00000182132,KCNIP1,1
ENSG00000177807,KCNJ10,1
ENSG00000135750,KCNK1,1
ENSG00000099337,KCNK6,1
ENSG00000104783,KCNN4,1
ENSG00000185760,KCNQ5,1
ENSG00000124134,KCNS1,1
ENSG00000162687,KCNT2,1
ENSG00000134504,KCTD1,1
ENSG00000110906,KCTD10,1
ENSG00000178695,KCTD12,1
ENSG00000151364,KCTD14,1
ENSG00000153885,KCTD15,1
ENSG00000100379,KCTD17,1
ENSG00000246174,KCTD21-AS1,1
ENSG00000167977,KCTD5,1
ENSG00000104756,KCTD9,1
ENSG00000178202,KDELC2,1
ENSG00000175707,KDF1,1
ENSG00000115548,KDM3A,1
ENSG00000236200,KDM4A-AS1,1
ENSG00000127663,KDM4B,1
ENSG00000147050,KDM6A,1
ENSG00000155666,KDM8,1
ENSG00000119537,KDSR,1
ENSG00000079999,KEAP1,1
ENSG00000197993,KEL,1
ENSG00000138030,KHK,1
ENSG00000142687,KIAA0319L,1
ENSG00000189367,KIAA0408,1
ENSG00000196123,KIAA0895L,1
ENSG00000100364,KIAA0930,1
ENSG00000138688,KIAA1109,1
ENSG00000109265,KIAA1211,1
ENSG00000120549,KIAA1217,1
ENSG00000164659,KIAA1324L,1
ENSG00000134444,KIAA1468,1
ENSG00000110427,KIAA1549L,1
ENSG00000134313,KIDINS220,1
ENSG00000089177,KIF16B,1
ENSG00000112984,KIF20A,1
ENSG00000079616,KIF22,1
ENSG00000137807,KIF23,1
ENSG00000186638,KIF24,1
ENSG00000066735,KIF26A,1
ENSG00000170759,KIF5B,1
ENSG00000049130,KITLG,1
ENSG00000088970,KIZ,1
ENSG00000174996,KLC2,1
ENSG00000109787,KLF3,1
ENSG00000165516,KLHDC2,1
ENSG00000124702,KLHDC3,1
ENSG00000104731,KLHDC4,1
ENSG00000185909,KLHDC8B,1
ENSG00000117153,KLHL12,1
ENSG00000187961,KLHL17,1
ENSG00000109466,KLHL2,1
ENSG00000119771,KLHL29,1
ENSG00000102271,KLHL4,1
ENSG00000122550,KLHL7,1
ENSG00000145332,KLHL8,1
ENSG00000129451,KLK10,1
ENSG00000167759,KLK13,1
ENSG00000167755,KLK6,1
ENSG00000164344,KLKB1,1
ENSG00000239569,KMT2E-AS1,1
ENSG00000183955,KMT5A,1
ENSG00000171798,KNDC1,1
ENSG00000184445,KNTC1,1
ENSG00000186432,KPNA4,1
ENSG00000196911,KPNA5,1
ENSG00000118162,KPTN,1
ENSG00000183762,KREMEN1,1
ENSG00000131650,KREMEN2,1
ENSG00000129347,KRI1,1
ENSG00000135480,KRT7,1
ENSG00000141068,KSR1,1
ENSG00000198841,KTI12,1
ENSG00000126777,KTN1,1
ENSG00000198910,L1CAM,1
ENSG00000240563,L1TD1,1
ENSG00000100395,L3MBTL2,1
ENSG00000154655,L3MBTL4,1
ENSG00000089692,LAG3,1
ENSG00000172037,LAMB2,1
ENSG00000135862,LAMC1,1
ENSG00000058085,LAMC2,1
ENSG00000050555,LAMC3,1
ENSG00000005893,LAMP2,1
ENSG00000134248,LAMTOR5,1
ENSG00000132434,LANCL2,1
ENSG00000002549,LAP3,1
ENSG00000104341,LAPTM4B,1
ENSG00000133424,LARGE1,1
ENSG00000155506,LARP1,1
ENSG00000138709,LARP1B,1
ENSG00000166173,LARP6,1
ENSG00000133706,LARS,1
ENSG00000001497,LAS1L,1
ENSG00000204381,LAYN,1
ENSG00000172954,LCLAT1,1
ENSG00000205629,LCMT1,1
ENSG00000168806,LCMT2,1
ENSG00000118961,LDAH,1
ENSG00000122367,LDB3,1
ENSG00000134333,LDHA,1
ENSG00000166796,LDHC,1
ENSG00000157978,LDLRAP1,1
ENSG00000161904,LEMD2,1
ENSG00000167615,LENG8,1
ENSG00000116678,LEPR,1
ENSG00000168924,LETM1,1
ENSG00000106003,LFNG,1
ENSG00000133317,LGALS12,1
ENSG00000100079,LGALS2,1
ENSG00000131981,LGALS3,1
ENSG00000119862,LGALSL,1
ENSG00000107902,LHPP,1
ENSG00000162624,LHX8,1
ENSG00000105486,LIG1,1
ENSG00000005156,LIG3,1
ENSG00000050405,LIMA1,1
ENSG00000136490,LIMD2,1
ENSG00000218510,LINC00339,1
ENSG00000225760,LINC00431,1
ENSG00000234787,LINC00458,1
ENSG00000175611,LINC00476,1
ENSG00000256193,LINC00507,1
ENSG00000236094,LINC00545,1
ENSG00000223546,LINC00630,1
ENSG00000254934,LINC00678,1
ENSG00000212694,LINC01089,1
ENSG00000226673,LINC01108,1
ENSG00000248131,LINC01194,1
ENSG00000185847,LINC01405,1
ENSG00000258583,LINC01500,1
ENSG00000229051,LINC01788,1
ENSG00000226383,LINC01876,1
ENSG00000256232,LINC02387,1
ENSG00000230269,LINC02525,1
ENSG00000169783,LINGO1,1
ENSG00000079435,LIPE,1
ENSG00000189067,LITAF,1
ENSG00000074695,LMAN1,1
ENSG00000168216,LMBRD1,1
ENSG00000071282,LMCD1,1
ENSG00000176619,LMNB2,1
ENSG00000135363,LMO2,1
ENSG00000136153,LMO7,1
ENSG00000249152,LNCPRESS2,1
ENSG00000154359,LONRF1,1
ENSG00000129038,LOXL1,1
ENSG00000198121,LPAR1,1
ENSG00000171517,LPAR3,1
ENSG00000139679,LPAR6,1
ENSG00000087253,LPCAT2,1
ENSG00000111684,LPCAT3,1
ENSG00000101577,LPIN2,1
ENSG00000175445,LPL,1
ENSG00000136141,LRCH1,1
ENSG00000171236,LRG1,1
ENSG00000155530,LRGUK,1
ENSG00000121931,LRIF1,1
ENSG00000198799,LRIG2,1
ENSG00000197324,LRP10,1
ENSG00000147650,LRP12,1
ENSG00000081479,LRP2,1
ENSG00000247675,LRP4-AS1,1
ENSG00000162337,LRP5,1
ENSG00000157193,LRP8,1
ENSG00000137269,LRRC1,1
ENSG00000128606,LRRC17,1
ENSG00000163827,LRRC2,1
ENSG00000172731,LRRC20,1
ENSG00000184709,LRRC26,1
ENSG00000148814,LRRC27,1
ENSG00000168904,LRRC28,1
ENSG00000125122,LRRC29,1
ENSG00000128594,LRRC4,1
ENSG00000066557,LRRC40,1
ENSG00000116212,LRRC42,1
ENSG00000137821,LRRC49,1
ENSG00000161328,LRRC56,1
ENSG00000175061,LRRC75A-AS1,1
ENSG00000133739,LRRCC1,1
ENSG00000124831,LRRFIP1,1
ENSG00000175928,LRRN1,1
ENSG00000184154,LRTOMT,1
ENSG00000257103,LSM14A,1
ENSG00000130520,LSM4,1
ENSG00000181016,LSMEM1,1
ENSG00000160285,LSS,1
ENSG00000213903,LTB4R,1
ENSG00000111321,LTBR,1
ENSG00000213316,LTC4S,1
ENSG00000198862,LTN1,1
ENSG00000187398,LUZP2,1
ENSG00000204428,LY6G5C,1
ENSG00000054219,LY75,1
ENSG00000145220,LYAR,1
ENSG00000254087,LYN,1
ENSG00000180155,LYNX1,1
ENSG00000187123,LYPD6,1
ENSG00000150556,LYPD6B,1
ENSG00000120992,LYPLA1,1
ENSG00000143353,LYPLAL1,1
ENSG00000186687,LYRM7,1
ENSG00000162441,LZIC,1
ENSG00000163818,LZTFL1,1
ENSG00000099949,LZTR1,1
ENSG00000159374,M1AP,1
ENSG00000183742,MACC1,1
ENSG00000127603,MACF1,1
ENSG00000164109,MAD2L1,1
ENSG00000110514,MADD,1
ENSG00000147381,MAGEA4,1
ENSG00000182798,MAGEB17,1
ENSG00000102316,MAGED2,1
ENSG00000187391,MAGI2,1
ENSG00000081026,MAGI3,1
ENSG00000147676,MAL2,1
ENSG00000172175,MALT1,1
ENSG00000184384,MAML2,1
ENSG00000196782,MAML3,1
ENSG00000111885,MAN1A1,1
ENSG00000198162,MAN1A2,1
ENSG00000177239,MAN1B1,1
ENSG00000117643,MAN1C1,1
ENSG00000112893,MAN2A1,1
ENSG00000104774,MAN2B1,1
ENSG00000140400,MAN2C1,1
ENSG00000109323,MANBA,1
ENSG00000172469,MANEA,1
ENSG00000069535,MAOB,1
ENSG00000166963,MAP1A,1
ENSG00000101460,MAP1LC3A,1
ENSG00000130479,MAP1S,1
ENSG00000126934,MAP2K2,1
ENSG00000034152,MAP2K3,1
ENSG00000137764,MAP2K5,1
ENSG00000108984,MAP2K6,1
ENSG00000076984,MAP2K7,1
ENSG00000073803,MAP3K13,1
ENSG00000180815,MAP3K15,1
ENSG00000169967,MAP3K2,1
ENSG00000197442,MAP3K5,1
ENSG00000142733,MAP3K6,1
ENSG00000135341,MAP3K7,1
ENSG00000104814,MAP4K1,1
ENSG00000012983,MAP4K5,1
ENSG00000188130,MAPK12,1
ENSG00000156711,MAPK13,1
ENSG00000141639,MAPK4,1
ENSG00000138834,MAPK8IP3,1
ENSG00000050748,MAPK9,1
ENSG00000119487,MAPKAP1,1
ENSG00000166974,MAPRE2,1
ENSG00000186205,MARC1,1
ENSG00000117791,MARC2,1
ENSG00000145416,MARCH1,1
ENSG00000173926,MARCH3,1
ENSG00000144583,MARCH4,1
ENSG00000198060,MARCH5,1
ENSG00000145495,MARCH6,1
ENSG00000165406,MARCH8,1
ENSG00000175130,MARCKSL1,1
ENSG00000075413,MARK3,1
ENSG00000247626,MARS2,1
ENSG00000152939,MARVELD2,1
ENSG00000140832,MARVELD3,1
ENSG00000105613,MAST1,1
ENSG00000168906,MAT2A,1
ENSG00000132561,MATN2,1
ENSG00000124159,MATN4,1
ENSG00000129933,MAU2,1
ENSG00000125952,MAX,1
ENSG00000103495,MAZ,1
ENSG00000071655,MBD3,1
ENSG00000151332,MBIP,1
ENSG00000214309,MBLAC1,1
ENSG00000176055,MBLAC2,1
ENSG00000143797,MBOAT2,1
ENSG00000125505,MBOAT7,1
ENSG00000197971,MBP,1
ENSG00000100294,MCAT,1
ENSG00000171444,MCC,1
ENSG00000078070,MCCC1,1
ENSG00000101977,MCF2,1
ENSG00000053524,MCF2L2,1
ENSG00000180398,MCFD2,1
ENSG00000143384,MCL1,1
ENSG00000073111,MCM2,1
ENSG00000215424,MCM3AP-AS1,1
ENSG00000104738,MCM4,1
ENSG00000166508,MCM7,1
ENSG00000125885,MCM8,1
ENSG00000153898,MCOLN2,1
ENSG00000055732,MCOLN3,1
ENSG00000249898,MCPH1-AS1,1
ENSG00000187778,MCRS1,1
ENSG00000140563,MCTP2,1
ENSG00000005059,MCUB,1
ENSG00000050393,MCUR1,1
ENSG00000135272,MDFIC,1
ENSG00000014641,MDH1,1
ENSG00000146701,MDH2,1
ENSG00000110492,MDK,1
ENSG00000135679,MDM2,1
ENSG00000133398,MED10,1
ENSG00000184634,MED12,1
ENSG00000144893,MED12L,1
ENSG00000130772,MED18,1
ENSG00000152944,MED21,1
ENSG00000148297,MED22,1
ENSG00000008838,MED24,1
ENSG00000104973,MED25,1
ENSG00000118579,MED28,1
ENSG00000063322,MED29,1
ENSG00000164758,MED30,1
ENSG00000133997,MED6,1
ENSG00000141026,MED9,1
ENSG00000105429,MEGF8,1
ENSG00000165304,MELK,1
ENSG00000163975,MELTF,1
ENSG00000146834,MEPCE,1
ENSG00000117899,MESD,1
ENSG00000106484,MEST,1
ENSG00000172878,METAP1D,1
ENSG00000010165,METTL13,1
ENSG00000171806,METTL18,1
ENSG00000144401,METTL21A,1
ENSG00000181038,METTL23,1
ENSG00000127720,METTL25,1
ENSG00000130731,METTL26,1
ENSG00000165819,METTL3,1
ENSG00000101574,METTL4,1
ENSG00000138382,METTL5,1
ENSG00000206562,METTL6,1
ENSG00000123600,METTL8,1
ENSG00000254726,MEX3A,1
ENSG00000140259,MFAP1,1
ENSG00000198948,MFAP3L,1
ENSG00000168958,MFF,1
ENSG00000116688,MFN2,1
ENSG00000109736,MFSD10,1
ENSG00000161091,MFSD12,1
ENSG00000138111,MFSD13A,1
ENSG00000174514,MFSD4A,1
ENSG00000151690,MFSD6,1
ENSG00000185156,MFSD6L,1
ENSG00000131446,MGAT1,1
ENSG00000071073,MGAT4A,1
ENSG00000167889,MGAT5B,1
ENSG00000074416,MGLL,1
ENSG00000125871,MGME1,1
ENSG00000143198,MGST3,1
ENSG00000232442,MHENCR,1
ENSG00000244625,MIATNB,1
ENSG00000135596,MICAL1,1
ENSG00000204516,MICB,1
ENSG00000107745,MICU1,1
ENSG00000080561,MID2,1
ENSG00000177427,MIEF2,1
ENSG00000180488,MIGA1,1
ENSG00000116691,MIIP,1
ENSG00000253716,MINCR,1
ENSG00000230937,MIR205HG,1
ENSG00000159055,MIS18A,1
ENSG00000158411,MITD1,1
ENSG00000125863,MKKS,1
ENSG00000079277,MKNK1,1
ENSG00000075975,MKRN2,1
ENSG00000011143,MKS1,1
ENSG00000110917,MLEC,1
ENSG00000115648,MLPH,1
ENSG00000167965,MLST8,1
ENSG00000103150,MLYCD,1
ENSG00000132763,MMACHC,1
ENSG00000169446,MMGT1,1
ENSG00000156103,MMP16,1
ENSG00000125966,MMP24,1
ENSG00000100985,MMP9,1
ENSG00000155229,MMS19,1
ENSG00000114978,MOB1A,1
ENSG00000182208,MOB2,1
ENSG00000120162,MOB3B,1
ENSG00000115540,MOB4,1
ENSG00000075643,MOCOS,1
ENSG00000124615,MOCS1,1
ENSG00000115275,MOGS,1
ENSG00000061987,MON2,1
ENSG00000133131,MORC4,1
ENSG00000185787,MORF4L1,1
ENSG00000116151,MORN1,1
ENSG00000101928,MOSPD1,1
ENSG00000106330,MOSPD3,1
ENSG00000129255,MPDU1,1
ENSG00000107186,MPDZ,1
ENSG00000051825,MPHOSPH9,1
ENSG00000178802,MPI,1
ENSG00000130830,MPP1,1
ENSG00000161647,MPP3,1
ENSG00000150054,MPP7,1
ENSG00000154889,MPPE1,1
ENSG00000133030,MPRIP,1
ENSG00000160588,MPZL3,1
ENSG00000011028,MRC2,1
ENSG00000172935,MRGPRF,1
ENSG00000171861,MRM3,1
ENSG00000161010,MRNIP,1
ENSG00000169288,MRPL1,1
ENSG00000148187,MRRF,1
ENSG00000124532,MRS2,1
ENSG00000170903,MSANTD4,1
ENSG00000198736,MSRB1,1
ENSG00000148450,MSRB2,1
ENSG00000166343,MSS51,1
ENSG00000164078,MST1R,1
ENSG00000149480,MTA2,1
ENSG00000057935,MTA3,1
ENSG00000109919,MTCH2,1
ENSG00000122085,MTERF4,1
ENSG00000242114,MTFP1,1
ENSG00000066855,MTFR1,1
ENSG00000100714,MTHFD1,1
ENSG00000065911,MTHFD2,1
ENSG00000163738,MTHFD2L,1
ENSG00000103248,MTHFSD,1
ENSG00000014914,MTMR11,1
ENSG00000139505,MTMR6,1
ENSG00000102043,MTMR8,1
ENSG00000135297,MTO1,1
ENSG00000107951,MTPAP,1
ENSG00000256045,MTRNR2L10,1
ENSG00000124275,MTRR,1
ENSG00000170873,MTSS1,1
ENSG00000129422,MTUS1,1
ENSG00000132938,MTUS2,1
ENSG00000185499,MUC1,1
ENSG00000146085,MUT,1
ENSG00000167508,MVD,1
ENSG00000013364,MVP,1
ENSG00000157601,MX1,1
ENSG00000162576,MXRA8,1
ENSG00000179820,MYADM,1
ENSG00000086967,MYBPC2,1
ENSG00000005810,MYCBP2,1
ENSG00000136449,MYCBPAP,1
ENSG00000074842,MYDGF,1
ENSG00000133392,MYH11,1
ENSG00000144821,MYH15,1
ENSG00000078814,MYH7B,1
ENSG00000215375,MYL5,1
ENSG00000106631,MYL7,1
ENSG00000101335,MYL9,1
ENSG00000007944,MYLIP,1
ENSG00000145555,MYO10,1
ENSG00000095777,MYO3A,1
ENSG00000128833,MYO5C,1
ENSG00000196586,MYO6,1
ENSG00000137474,MYO7A,1
ENSG00000141052,MYOCD,1
ENSG00000164591,MYOZ3,1
ENSG00000176182,MYPOP,1
ENSG00000170011,MYRIP,1
ENSG00000196132,MYT1,1
ENSG00000139597,N4BP2L1,1
ENSG00000183011,NAA38,1
ENSG00000121579,NAA50,1
ENSG00000138744,NAAA,1
ENSG00000077616,NAALAD2,1
ENSG00000168060,NAALADL1,1
ENSG00000166886,NAB2,1
ENSG00000173559,NABP1,1
ENSG00000136274,NACAD,1
ENSG00000008130,NADK,1
ENSG00000237886,NALT1,1
ENSG00000105835,NAMPT,1
ENSG00000188613,NANOS1,1
ENSG00000187109,NAP1L1,1
ENSG00000186310,NAP1L3,1
ENSG00000205531,NAP1L4,1
ENSG00000125814,NAPB,1
ENSG00000141562,NARF,1
ENSG00000134440,NARS,1
ENSG00000137513,NARS2,1
ENSG00000067798,NAV3,1
ENSG00000213995,NAXD,1
ENSG00000163382,NAXE,1
ENSG00000172915,NBEA,1
ENSG00000160796,NBEAL2,1
ENSG00000149294,NCAM1,1
ENSG00000010292,NCAPD2,1
ENSG00000121152,NCAPH,1
ENSG00000025770,NCAPH2,1
ENSG00000114503,NCBP2,1
ENSG00000188505,NCCRP1,1
ENSG00000144959,NCEH1,1
ENSG00000061676,NCKAP1,1
ENSG00000167566,NCKAP5L,1
ENSG00000213672,NCKIPSD,1
ENSG00000196498,NCOR2,1
ENSG00000107130,NCS1,1
ENSG00000131507,NDFIP1,1
ENSG00000102471,NDFIP2,1
ENSG00000173376,NDNF,1
ENSG00000166507,NDST2,1
ENSG00000164100,NDST3,1
ENSG00000130414,NDUFA10,1
ENSG00000170906,NDUFA3,1
ENSG00000119421,NDUFA8,1
ENSG00000139180,NDUFA9,1
ENSG00000178057,NDUFAF3,1
ENSG00000003509,NDUFAF7,1
ENSG00000224877,NDUFAF8,1
ENSG00000166136,NDUFB8,1
ENSG00000147684,NDUFB9,1
ENSG00000023228,NDUFS1,1
ENSG00000158864,NDUFS2,1
ENSG00000213619,NDUFS3,1
ENSG00000164258,NDUFS4,1
ENSG00000167792,NDUFV1,1
ENSG00000183091,NEB,1
ENSG00000078114,NEBL,1
ENSG00000125967,NECAB3,1
