Gene.Symbol,Chromosome.GRCh38,Start.GRCh38,End.GRCh38,Strand.GRCh38,DE.Parental.iPSCs,DE.Hybrid.iPSCs,DE.Parental.CNCCs,DE.Hybrid.CNCCs
LOC102724579,chr2,85213652,85218169,+,0,0,0,0
LOC102724580,chr9,40499981,40578494,+,0,0,0,0
LOC102724584,chr21,34836589,34842324,+,0,0,0,0
LOC102724586,chr6,110334656,110353143,+,0,0,0,0
LOC102724587,chr15,49877096,49883527,+,0,0,0,0
LOC102724589,chr10,114994657,114996593,+,0,0,0,0
LOC102724591,chr6,17585894,17600196,-,0,0,0,0
LOC102724593,chr10,47743699,47759041,+,0,0,0,0
LOC102724596,chr17,49361165,49380094,+,0,0,0,0
LOC102724601,chr1,174121638,174159287,-,0,0,0,0
LOC102724602,chr1,161411460,161418078,-,0,0,0,0
LOC102724603,chr10,47708508,47712375,-,0,0,0,0
LOC102724604,chr3,181421163,181442486,-,0,0,0,0
LOC102724608,chr22,50541383,50543005,+,0,0,0,0
LOC102724612,chr8,63465849,63475482,+,0,0,0,0
LOC102724615,chr18,13542017,13544942,+,0,0,0,0
LOC102724618,chr12,31996895,32046116,+,0,0,0,0
LOC102724623,chr8,63856943,64368558,-,0,0,0,0
LOC102724624,chr17,19089455,19096752,+,0,0,0,0
LOC102724625,chr17,32087550,32091785,-,0,0,0,0
LOC102724627,chr10,117734953,117754674,+,0,0,0,0
LOC102724632,chr16,88903683,88908255,+,0,0,0,0
LOC102724637,chr5,89902272,89975236,+,0,0,0,0
LOC102724638,chr22,22877485,22881125,-,0,0,0,0
LOC102724642,chr2,87125147,87165985,+,0,0,0,0
LOC102724643,chr10,46737291,46753232,+,0,0,0,0
LOC102724646,chr6,111872732,111877015,+,0,0,0,0
LOC102724653,chr22,22087767,22098619,-,0,0,0,0
LOC102724657,chr5,178691534,178707472,-,0,0,0,0
LOC102724659,chr1,11777077,11779619,-,0,0,0,0
LOC102724660,chr7,128450785,128469370,+,0,0,0,0
LOC102724665,chr6,92644258,92645174,-,0,0,0,0
LOC102724670,chr8,90647715,90687843,+,0,0,0,0
LOC102724672,chr4,148219013,148226697,+,0,0,0,0
LOC102724677,chr21,6664984,6666396,+,0,0,0,0
LOC102724680,chr12,84912837,84992601,+,0,0,0,0
LOC102724682,chr14,99940998,99949302,-,0,0,0,0
LOC102724684,chr9,98868988,98877333,-,0,0,0,0
LOC102724687,chr8,66203725,66432420,-,0,0,0,0
LOC102724691,chr2,104936241,105038496,-,0,0,0,0
LOC102724700,chr4,151887543,151910184,-,0,0,0,0
LOC102724701,chr21,6228966,6670713,-,0,0,0,0
LOC102724708,chr8,67343834,67491868,+,0,0,0,0
LOC102724710,chr8,92565443,92655494,-,0,0,0,0
LOC102724711,chr11,6956442,6966375,-,0,0,0,0
LOC102724715,chr17,32877333,32906609,+,0,0,0,0
LOC102724719,chr10,51062579,51068552,-,0,0,0,0
LOC102724720,chr5,95834827,95849857,+,0,0,0,0
LOC102724723,chr7,34939374,34948608,+,0,0,0,0
LOC102724726,chr21,6810903,6812000,+,0,0,0,0
LOC102724731,chr17,32944648,32950511,+,0,0,0,0
LOC102724732,chr17,55580550,55589803,-,0,0,0,0
LOC102724734,chr20,19044766,19050458,+,0,0,0,0
LOC102724736,chr6,22662394,22674069,+,0,0,0,0
LOC102724737,chr15,21709595,21710272,-,0,0,0,0
LOC102724738,chr7,63346800,63350066,-,0,0,0,0
LOC102724740,chr21,38983485,39024051,-,0,0,0,0
LOC102724744,chr2,106701323,106781718,+,0,0,0,0
LOC102724745,chr18,58658510,58669343,+,0,0,0,0
LOC102724748,chr5,96776547,96785999,+,0,0,0,0
LOC102724749,chr6,23336746,23405465,+,0,0,0,0
LOC102724754,chr1,178935053,178940644,-,0,0,0,0
LOC102724760,chr15,21717666,21718307,-,0,0,0,0
LOC102724765,chr6,25014952,25036447,-,0,0,0,0
LOC102724768,chr10,59013682,59065928,+,0,0,0,0
LOC102724772,chr8,71547638,71553821,+,0,0,0,0
LOC102724773,chr9,121444988,121453628,-,0,0,0,0
LOC102724775,chr11,86758071,86765464,+,0,0,0,0
LOC102724776,chr4,155354216,155360461,+,0,0,0,0
LOC102724777,chr7,63763971,63765032,+,0,0,0,0
LOC102724778,chr10,59322305,59332607,+,0,0,0,0
LOC102724780,chr4,67789586,67801237,+,0,0,0,0
LOC102724784,chr11,8768778,8810276,+,0,0,0,0
LOC102724785,chr4,156112591,156143874,-,0,0,0,0
LOC102724793,chr10,125584486,125603252,+,0,0,0,0
LOC102724800,chr21,41767181,41776078,+,0,0,0,0
LOC102724801,chr22,26137649,26154409,-,0,0,0,0
LOC102724802,chr15,60868023,60878981,+,0,0,0,0
LOC102724804,chr8,96371926,96387438,-,0,0,0,0
LOC102724805,chr2,88651352,88691527,-,0,0,0,0
LOC102724808,chr3,193647187,193683279,-,0,0,0,0
LOC102724814,chr14,23561097,23568076,+,0,0,0,0
LOC102724817,chr3,72614127,72616367,+,0,0,0,0
LOC102724818,chr9,42834175,42840895,+,0,0,0,0
LOC102724822,chr21,6992054,6993466,+,0,0,0,0
LOC102724830,chr1,184112091,184122540,+,0,0,0,0
LOC102724832,chr4,73259175,73369942,+,0,0,0,0
LOC102724834,chr12,90593569,90682342,+,0,0,0,0
LOC102724838,chr8,17344606,17384143,+,0,0,0,0
LOC102724843,chr21,6318411,7087230,+,0,0,0,0
LOC102724847,chr16,49162432,49170362,+,0,0,0,0
LOC102724848,chr2,109860130,109877032,-,0,0,0,0
LOC102724849,chr2,215453707,215463871,+,0,0,0,0
LOC102724850,chr17,36073306,36089856,+,0,0,0,0
LOC102724851,chr6,26670784,26687841,+,0,0,0,0
LOC102724856,chr1,13486844,13493726,+,0,0,0,0
LOC102724857,chr1,184538781,184543189,+,0,0,0,0
LOC102724858,chr8,76140885,76308494,-,0,0,0,0
LOC102724859,chr16,49282037,49305051,+,0,0,0,0
LOC102724861,chr2,215546198,215690923,+,0,0,0,0
LOC102724863,chr10,64933250,64938494,+,0,0,0,0
LOC102724874,chr8,77450697,77476331,+,0,0,0,0
LOC102724875,chr2,110494472,110511384,+,0,0,0,0
LOC102724877,chr3,194069316,194123474,+,0,0,0,0
LOC102724880,chr8,9151699,9169478,+,0,0,0,0
LOC102724881,chr8,19343436,19403522,-,0,0,0,0
LOC102724883,chr10,130111164,130127411,+,0,0,0,0
LOC102724889,chr6,28078790,28081132,-,0,0,0,0
LOC102724892,chr1,84781006,84797678,-,0,0,0,0
LOC102724900,chr22,27331340,27357546,+,0,0,0,0
LOC102724903,chr7,43296074,43301591,-,0,0,0,0
LOC102724904,chr9,43126152,43153730,+,0,0,0,0
LOC102724906,chr7,132409176,132410436,-,0,0,0,0
LOC102724907,chr16,50734691,50742869,-,0,0,0,0
LOC102724908,chr19,28606688,28615229,+,0,0,0,0
LOC102724916,chr4,77918042,77952510,-,0,0,0,0
LOC102724919,chr1,186435161,186470291,+,0,0,0,0
LOC102724922,chr9,43108039,43127505,-,0,0,0,0
LOC102724927,chr16,3947609,3950444,-,0,0,0,0
LOC102724929,chr9,118644349,118732791,-,0,0,0,0
LOC102724934,chr14,29211123,29392047,-,0,0,0,0
LOC102724938,chr15,62267323,62278860,+,0,0,0,0
LOC102724943,chr5,6765587,6781105,+,0,0,0,0
LOC102724945,chr14,33985024,34203705,-,0,0,0,0
LOC102724946,chr7,43769835,43839020,-,0,0,0,0
LOC102724948,chr2,20526291,20541362,-,0,0,0,0
LOC102724949,chr3,76707097,76711378,+,0,0,0,0
LOC102724950,chr20,39655323,39661027,-,0,0,0,0
LOC102724951,chr21,7430637,7469008,+,0,0,0,0
LOC102724955,chr2,112674293,112681136,+,0,0,0,0
LOC102724956,chr17,36264649,36265447,+,0,0,0,0
LOC102724957,chr11,15623372,15705368,+,0,0,0,0
LOC102724958,chr19,28968468,28970672,+,0,0,0,0
LOC102724960,chr12,94472317,94539260,+,0,0,0,0
LOC102724965,chr2,45648733,45652048,-,0,0,0,0
LOC102724968,chr20,40570343,40644090,-,0,0,0,0
LOC102724971,chr15,21742069,21742917,-,0,0,0,0
LOC102724977,chr14,106657895,106666395,+,0,0,0,0
LOC102725019,chr6,32718016,32718827,+,0,0,0,0
LOC102725021,chr15,30593107,30625767,-,0,0,0,0
LOC102725044,chr14,24271228,24298855,+,0,0,0,0
LOC102725048,chr6,167241876,167247441,+,0,0,0,0
LOC102725065,chr21,44207661,44210115,+,0,0,0,0
LOC102725072,chr22,18850118,18861064,+,0,0,0,0
LOC102725080,chr8,13629690,13632576,+,0,0,0,0
LOC102725082,chr2,212933797,212991607,-,0,0,0,0
LOC102725101,chr16,32051790,32053547,+,0,0,0,0
LOC102725112,chr10,20845375,20884942,+,0,0,0,0
LOC102725116,chr16,56108987,56136743,+,0,0,0,0
LOC102725121,chr1,182388,184878,+,0,0,0,0
LOC102725140,chr1,165215683,165219047,+,0,0,0,0
LOC102725148,chr18,71810455,71839333,+,0,0,0,0
LOC102725159,chr2,43843792,43844520,-,0,0,0,0
LOC102725165,chr15,24376753,24385403,-,0,0,0,0
LOC102725168,chr16,71326136,71328977,+,0,0,0,0
LOC102725180,chr19,1168696,1174735,+,0,0,0,0
LOC102725191,chr7,12496429,12541135,+,0,0,0,0
LOC102725193,chr1,7382487,7389754,-,0,0,0,0
LOC102725201,chr20,35476374,35491082,-,0,0,0,0
LOC102725220,chr4,107286625,107304727,+,0,0,0,0
LOC102725227,chr18,26651791,26689439,+,0,0,0,0
LOC102725228,chr13,112686769,112689898,-,0,0,0,0
LOC102725231,chr5,180466989,180493806,+,0,0,0,0
LOC102725238,chr17,42423187,42441934,+,0,0,0,0
LOC102725254,chr19,18204730,18205563,+,0,0,0,0
LOC102725258,chr12,48196672,48252760,+,0,0,0,0
LOC102725532,chrY,22101692,22147540,-,0,0,0,0
LOC102929163,chr17,64870885,64882891,+,0,0,0,0
LOC103021295,chr1,205957925,205958388,+,0,0,0,0
LOC103021296,chr1,205934913,205978095,+,0,0,0,0
LOC103091866,chr1,145168405,145216071,-,0,0,0,0
LOC103156999,chr17,12115519,12116243,+,0,0,0,0
LOC103171574,chr15,84422519,84425882,+,0,0,0,0
LOC103312105,chr11,38618264,38646356,-,0,0,0,0
LOC103344931,chr10,112823496,112827732,+,0,0,0,0
LOC103352541,chr6,139978350,139991261,-,0,0,0,0
LOC103611081,chr11,130866249,130870247,-,0,0,0,0
LOC103689914,chr7,38311308,38311978,+,0,0,0,0
LOC103689916,chr19,10216989,10217349,-,0,0,0,0
LOC103908604,chr9,62532562,62542812,+,0,0,0,0
LOC103908605,chr9,42567859,42569349,-,0,0,0,0
LOC104054148,chr8,101984432,101994850,+,0,0,0,0
LOC104613533,chr15,92470233,92471546,-,0,0,0,0
LOC104968399,chr18,3255436,3262359,-,0,0,0,0
LOC105274304,chr17,76671928,76673658,+,0,0,0,0
LOC105369140,chr1,143735678,143760507,+,0,0,0,0
LOC105369143,chr2,176673224,176682804,-,0,0,0,0
LOC105369146,chr7,81515747,81561819,-,0,0,0,0
LOC105369147,chr8,103243538,103298818,-,0,0,0,0
LOC105369149,chr11,9780376,9784778,+,0,0,0,0
LOC105369150,chr11,50298563,50360997,+,0,0,0,0
LOC105369151,chr12,22324379,22333990,-,0,0,0,0
LOC105369155,chr16,67210358,67226998,-,0,0,0,0
LOC105369161,chr22,46944660,46956082,+,0,0,0,0
LOC105369163,chrX,85140635,85243802,-,0,0,0,0
LOC105369164,chr2,24790591,24793105,-,0,0,0,0
LOC105369165,chr2,52720867,53209042,-,0,0,0,0
LOC105369167,chr2,65725332,65754903,+,0,0,0,0
LOC105369168,chr2,65921942,66172390,+,0,0,0,0
LOC105369171,chr6,162366892,162422709,-,0,0,0,0
LOC105369176,chr11,89821835,89826934,+,0,0,0,0
LOC105369177,chr5,111515585,111526237,+,0,0,0,0
LOC105369180,chr8,22656195,22666350,-,0,0,0,0
LOC105369182,chr16,28341324,28366318,-,0,0,0,0
LOC105369183,chr16,33964915,33975499,-,0,0,0,0
LOC105369187,chr12,65544238,65557311,-,0,0,0,0
LOC105369192,chr4,88284930,88341657,+,0,0,0,0
LOC105369194,chr3,123692816,123717042,+,0,0,0,0
LOC105369197,chr19,51802925,51849337,-,0,0,0,0
LOC105369199,chr1,120963146,120977953,+,0,0,0,0
LOC105369201,chr15,100849522,100877354,+,0,0,0,0
LOC105369202,chr19,15855340,15863863,-,0,0,0,0
LOC105369203,chr15,94064373,94099443,-,0,0,0,0
LOC105369205,chr17,20921016,21001059,+,0,0,0,0
LOC105369209,chr20,62227876,62235050,+,0,0,0,0
LOC105369212,chr15,96079714,96153022,-,0,0,0,0
LOC105369214,chr5,10462865,10464841,+,0,0,0,0
LOC105369219,chr20,1692888,1727569,-,0,0,0,0
LOC105369220,chr15,28565946,28569862,-,0,0,0,0
LOC105369222,chr2,106344566,106345191,+,0,0,0,0
LOC105369225,chr17,45502895,45562811,+,0,0,0,0
LOC105369228,chr5,69975859,69997479,+,0,0,0,0
LOC105369246,chr16,88088035,88090793,-,0,0,0,0
LOC105369249,chr9,40214213,40217916,+,0,0,0,0
LOC105369250,chr4,9034714,9152575,-,0,0,0,0
LOC105369266,chr16,33329444,33331176,-,0,0,0,0
LOC105369274,chr15,21638579,21652911,+,0,0,0,0
LOC105369289,chr9,26676135,26681009,+,0,0,0,0
LOC105369292,chr21,15263421,15283727,-,0,0,0,0
LOC105369293,chr9,18413438,18439382,-,0,0,0,0
LOC105369294,chr21,40414757,40422411,+,0,0,0,0
LOC105369295,chr21,36060533,36068575,+,0,0,0,0
LOC105369296,chr19,15979805,15999027,-,0,0,0,0
LOC105369297,chr16,25649436,25671222,-,0,0,0,0
LOC105369298,chr9,23482740,23484534,-,0,0,0,0
LOC105369299,chr21,29296165,29296861,-,0,0,0,0
LOC105369301,chr21,36430325,36498045,+,0,0,0,0
LOC105369302,chr21,15522874,15627306,-,0,0,0,0
LOC105369304,chr21,14383247,14394886,+,0,0,0,0
LOC105369305,chr21,36810841,36813696,+,0,0,0,0
LOC105369306,chr21,36104881,36109690,+,0,0,0,0
LOC105369308,chr21,36632681,36699004,-,0,0,0,0
LOC105369309,chr11,57044239,57231626,-,0,0,0,0
LOC105369310,chr11,56902651,56952343,-,0,0,0,0
LOC105369312,chr11,57392990,57404155,-,0,0,0,0
LOC105369313,chr11,58493936,58514755,-,0,0,0,0
LOC105369315,chr11,59087966,59106688,-,0,0,0,0
LOC105369317,chr11,59560068,59565805,-,0,0,0,0
LOC105369318,chr11,59674289,59676041,+,0,0,0,0
LOC105369319,chr11,60159241,60164400,-,0,0,0,0
LOC105369320,chr11,60503824,60507018,-,0,0,0,0
LOC105369321,chr11,60607593,60704133,-,0,0,0,0
LOC105369322,chr11,60792329,60836287,-,0,0,0,0
LOC105369323,chr11,60913166,60913975,-,0,0,0,0
LOC105369325,chr11,61028863,61092504,-,0,0,0,0
LOC105369326,chr11,61003721,61008526,-,0,0,0,0
LOC105369329,chr11,61498671,61506649,+,0,0,0,0
LOC105369331,chr11,61581403,61588273,-,0,0,0,0
LOC105369332,chr11,62832234,62834043,+,0,0,0,0
LOC105369333,chr11,62909466,62956328,+,0,0,0,0
LOC105369334,chr11,63245695,63251182,-,0,0,0,0
LOC105369335,chr11,63575053,63590090,+,0,0,0,0
LOC105369339,chr11,64166500,64170665,+,0,0,0,0
LOC105369340,chr11,64245866,64248214,+,0,0,0,0
LOC105369341,chr11,64410078,64420238,-,0,0,0,0
LOC105369344,chr11,65305809,65314089,-,0,0,0,0
LOC105369346,chr11,65487241,65490907,-,0,0,0,0
LOC105369347,chr11,65662978,65671737,+,0,0,0,0
LOC105369349,chr11,65922554,65929479,+,0,0,0,0
LOC105369350,chr11,65937394,65945524,-,0,0,0,0
LOC105369351,chr11,66267741,66268440,-,0,0,0,0
LOC105369352,chr11,66259547,66265666,-,0,0,0,0
LOC105369354,chr11,66184325,66190236,+,0,0,0,0
LOC105369355,chr11,66954249,66970996,+,0,0,0,0
LOC105369358,chr11,67758563,67763136,-,0,0,0,0
LOC105369359,chr11,67935079,67936497,+,0,0,0,0
LOC105369360,chr11,67882302,67894096,+,0,0,0,0
LOC105369362,chr11,68121649,68130507,+,0,0,0,0
LOC105369363,chr11,68272085,68284643,+,0,0,0,0
LOC105369364,chr11,68870405,68874548,+,0,0,0,0
LOC105369366,chr11,69166801,69178007,+,0,0,0,0
LOC105369367,chr11,69228749,69234936,-,0,0,0,0
LOC105369368,chr11,69248001,69251172,+,0,0,0,0
LOC105369370,chr11,69366823,69372512,+,0,0,0,0
LOC105369371,chr11,70063152,70071175,+,0,0,0,0
LOC105369372,chr11,70141569,70145711,-,0,0,0,0
LOC105369373,chr11,70324808,70327563,-,0,0,0,0
LOC105369376,chr11,72523864,72535026,-,0,0,0,0
LOC105369377,chr11,72612725,72619113,+,0,0,0,0
LOC105369378,chr11,72584954,72588206,+,0,0,0,0
LOC105369379,chr11,72657858,72671451,+,0,0,0,0
LOC105369380,chr11,72793926,72811036,+,0,0,0,0
LOC105369381,chr11,73155780,73183578,-,0,0,0,0
LOC105369382,chr11,73253426,73259162,+,0,0,0,0
LOC105369383,chr11,74209208,74212617,+,0,0,0,0
LOC105369386,chr11,74575982,74578381,+,0,0,0,0
LOC105369388,chr11,75205717,75225644,-,0,0,0,0
LOC105369389,chr11,75509908,75522467,+,0,0,0,0
LOC105369391,chr11,75583196,75594665,+,0,0,0,0
LOC105369392,chr11,75701596,75718285,-,0,0,0,0
LOC105369393,chr11,75736938,75741949,-,0,0,0,0
LOC105369395,chr11,76284397,76321106,+,0,0,0,0
LOC105369397,chr11,76752595,76758140,+,0,0,0,0
LOC105369399,chr11,77047866,77048740,+,0,0,0,0
LOC105369400,chr11,77058401,77063723,-,0,0,0,0
LOC105369401,chr11,78081401,78087362,+,0,0,0,0
LOC105369402,chr11,78296144,78319921,+,0,0,0,0
LOC105369403,chr11,78471843,78497594,+,0,0,0,0
LOC105369405,chr11,79595621,79600741,+,0,0,0,0
LOC105369406,chr11,80135471,80164944,+,0,0,0,0
LOC105369408,chr11,80201117,80225951,+,0,0,0,0
LOC105369409,chr11,80709227,80738327,+,0,0,0,0
LOC105369410,chr11,82472180,82480087,+,0,0,0,0
LOC105369413,chr11,82781524,82817792,+,0,0,0,0
LOC105369416,chr11,84593663,84608869,+,0,0,0,0
LOC105369420,chr11,83305758,83307142,+,0,0,0,0
LOC105369421,chr11,86336309,86360422,-,0,0,0,0
LOC105369422,chr11,87012078,87037771,-,0,0,0,0
LOC105369423,chr11,87718354,87719411,-,0,0,0,0
LOC105369427,chr11,91157991,91228435,+,0,0,0,0
LOC105369428,chr11,91794339,91872494,+,0,0,0,0
LOC105369429,chr11,92146409,92153903,+,0,0,0,0
LOC105369431,chr11,92913238,92915628,-,0,0,0,0
LOC105369435,chr11,94197409,94284831,+,0,0,0,0
LOC105369436,chr11,94633324,94657461,+,0,0,0,0
LOC105369438,chr11,94545332,94740355,-,0,0,0,0
LOC105369439,chr11,95466085,95480923,+,0,0,0,0
LOC105369440,chr11,95512665,95518992,-,0,0,0,0
LOC105369441,chr11,95611682,95615400,-,0,0,0,0
LOC105369443,chr11,96508425,96514750,+,0,0,0,0
LOC105369448,chr11,97011543,97016047,+,0,0,0,0
LOC105369450,chr11,97270953,97273922,-,0,0,0,0
LOC105369451,chr11,97391292,97399805,-,0,0,0,0
LOC105369452,chr11,97668263,97676647,+,0,0,0,0
LOC105369453,chr11,97797117,97802391,+,0,0,0,0
LOC105369454,chr11,97878569,97957056,-,0,0,0,0
LOC105369455,chr11,98453813,98495701,-,0,0,0,0
LOC105369456,chr11,100053077,100109231,-,0,0,0,0
LOC105369457,chr11,100865745,100866534,-,0,0,0,0
LOC105369458,chr11,101319713,101343101,+,0,0,0,0
LOC105369460,chr11,102267622,102281239,+,0,0,0,0
LOC105369463,chr11,103595260,103651280,-,0,0,0,0
LOC105369464,chr11,103861308,103906870,-,0,0,0,0
LOC105369466,chr11,104671127,104697264,+,0,0,0,0
LOC105369468,chr11,105259608,105541367,-,0,0,0,0
LOC105369469,chr11,105162647,105184810,+,0,0,0,0
LOC105369473,chr11,106112459,106132116,-,0,0,0,0
LOC105369474,chr11,106367231,106409184,+,0,0,0,0
LOC105369475,chr11,106856242,106857718,+,0,0,0,0
LOC105369477,chr11,107223216,107318674,-,0,0,0,0
LOC105369482,chr11,109741620,109823864,-,0,0,0,0
LOC105369483,chr11,109859558,109860608,-,0,0,0,0
LOC105369484,chr11,109946550,109972995,+,0,0,0,0
LOC105369486,chr11,110355114,110406908,+,0,0,0,0
LOC105369487,chr11,110472528,110498590,+,0,0,0,0
LOC105369488,chr11,110922007,110924073,-,0,0,0,0
LOC105369489,chr11,111000828,111022464,-,0,0,0,0
LOC105369491,chr11,111320386,111323074,+,0,0,0,0
LOC105369496,chr11,112698772,112737686,-,0,0,0,0
LOC105369498,chr11,112822827,112835508,-,0,0,0,0
LOC105369501,chr11,113475529,113500743,-,0,0,0,0
LOC105369504,chr11,114639577,114651202,-,0,0,0,0
LOC105369505,chr11,114829327,114831663,-,0,0,0,0
LOC105369506,chr11,114779623,114872766,-,0,0,0,0
LOC105369507,chr11,115396756,115397658,+,0,0,0,0
LOC105369509,chr11,115333577,115340439,+,0,0,0,0
LOC105369511,chr11,115518916,115520220,-,0,0,0,0
LOC105369512,chr11,115659353,115901790,+,0,0,0,0
LOC105369513,chr11,116033074,116081059,-,0,0,0,0
LOC105369515,chr11,117657046,117670234,+,0,0,0,0
LOC105369517,chr11,118092345,118098978,-,0,0,0,0
LOC105369519,chr11,118691528,118709371,+,0,0,0,0
LOC105369520,chr11,119631377,119639617,+,0,0,0,0
LOC105369525,chr11,119709920,119715419,+,0,0,0,0
LOC105369526,chr11,119905362,119951015,+,0,0,0,0
LOC105369527,chr11,120026741,120028995,+,0,0,0,0
LOC105369528,chr11,119987945,119994943,-,0,0,0,0
LOC105369529,chr11,120128502,120140474,+,0,0,0,0
LOC105369530,chr11,120186193,120191271,+,0,0,0,0
LOC105369531,chr11,120268680,120291767,-,0,0,0,0
LOC105369532,chr11,120811345,120819115,-,0,0,0,0
LOC105369533,chr11,121236827,121245159,+,0,0,0,0
LOC105369534,chr11,121245196,121248168,+,0,0,0,0
LOC105369535,chr11,121472920,121484806,-,0,0,0,0
LOC105369536,chr11,121439082,121453013,-,0,0,0,0
LOC105369539,chr11,123206432,123207784,-,0,0,0,0
LOC105369540,chr11,123204038,123207719,+,0,0,0,0
LOC105369541,chr11,123313674,123314981,-,0,0,0,0
LOC105369543,chr11,123651728,123672257,+,0,0,0,0
LOC105369544,chr11,123797387,123817027,+,0,0,0,0
LOC105369545,chr11,124082358,124086980,-,0,0,0,0
LOC105369547,chr11,124950383,124954058,-,0,0,0,0
LOC105369549,chr11,125258628,125267660,-,0,0,0,0
LOC105369551,chr11,125695654,125699621,+,0,0,0,0
LOC105369552,chr11,125824591,125829539,+,0,0,0,0
LOC105369554,chr11,125924221,125939098,-,0,0,0,0
LOC105369558,chr11,126990482,126995458,+,0,0,0,0
LOC105369559,chr11,126876545,126940538,-,0,0,0,0
LOC105369561,chr11,126721508,126734429,+,0,0,0,0
LOC105369562,chr11,127109502,127114166,+,0,0,0,0
LOC105369563,chr11,128093913,128183671,+,0,0,0,0
LOC105369565,chr11,128565075,128586633,+,0,0,0,0
LOC105369568,chr11,128597299,128622246,-,0,0,0,0
LOC105369571,chr11,129299733,129302906,-,0,0,0,0
LOC105369572,chr11,129307325,129331215,-,0,0,0,0
LOC105369574,chr11,130522467,130558538,+,0,0,0,0
LOC105369575,chr11,130723427,130735822,+,0,0,0,0
LOC105369576,chr11,130771406,130785490,-,0,0,0,0
LOC105369577,chr11,130994087,130997506,-,0,0,0,0
LOC105369578,chr11,131175563,131186722,-,0,0,0,0
LOC105369579,chr11,131074923,131083494,-,0,0,0,0
LOC105369580,chr11,132959947,132984266,+,0,0,0,0
LOC105369583,chr11,134640181,134646294,+,0,0,0,0
LOC105369584,chr11,134712413,134715922,+,0,0,0,0
LOC105369586,chr11,134950480,134951568,+,0,0,0,0
LOC105369587,chr11,135004645,135011006,+,0,0,0,0
LOC105369588,chr11,134996891,135007912,-,0,0,0,0
LOC105369589,chr11,135072278,135076199,-,0,0,0,0
LOC105369591,chr11,126123806,126140638,-,0,0,0,0
LOC105369592,chr12,163632,183357,-,0,0,0,0
LOC105369593,chr12,106523,112137,-,0,0,0,0
LOC105369594,chr12,390124,401410,-,0,0,0,0
LOC105369595,chr12,585698,586486,-,0,0,0,0
LOC105369601,chr12,1812521,1817525,+,0,0,0,0
LOC105369602,chr12,1800616,1807491,+,0,0,0,0
LOC105369606,chr12,3298278,3327103,+,0,0,0,0
LOC105369607,chr12,3419223,3433042,+,0,0,0,0
LOC105369608,chr12,3919773,3958607,-,0,0,0,0
LOC105369609,chr12,3871587,3916586,+,0,0,0,0
LOC105369611,chr12,4013020,4019019,+,0,0,0,0
LOC105369612,chr12,4173034,4203950,-,0,0,0,0
LOC105369614,chr12,4804485,4813646,-,0,0,0,0
LOC105369616,chr12,5197831,5202578,-,0,0,0,0
LOC105369617,chr12,5122364,5379083,+,0,0,0,0
LOC105369618,chr12,5399815,5408269,+,0,0,0,0
LOC105369621,chr12,5880913,5914023,+,0,0,0,0
LOC105369622,chr12,6171572,6174049,+,0,0,0,0
LOC105369623,chr12,6169834,6181031,-,0,0,0,0
LOC105369624,chr12,6295399,6297489,+,0,0,0,0
LOC105369625,chr12,6223491,6295296,-,0,0,0,0
LOC105369626,chr12,6365307,6374360,+,0,0,0,0
LOC105369631,chr12,6614337,6627244,+,0,0,0,0
LOC105369632,chr12,6875764,6889358,-,0,0,0,0
LOC105369634,chr12,6961632,6963099,-,0,0,0,0
LOC105369645,chr12,8563195,8566073,+,0,0,0,0
LOC105369647,chr12,9407381,9408752,+,0,0,0,0
LOC105369649,chr12,9334243,9342768,-,0,0,0,0
LOC105369655,chr12,10115385,10133813,+,0,0,0,0
LOC105369656,chr12,10280338,10291348,-,0,0,0,0
LOC105369657,chr12,10495210,10537108,-,0,0,0,0
LOC105369658,chr12,10537152,10550930,-,0,0,0,0
LOC105369663,chr12,12721638,12724041,-,0,0,0,0
LOC105369665,chr12,13102708,13103456,-,0,0,0,0
LOC105369666,chr12,13101337,13102436,+,0,0,0,0
LOC105369667,chr12,13827021,13838128,+,0,0,0,0
LOC105369668,chr12,13581916,13620071,+,0,0,0,0
LOC105369669,chr12,14746666,14770662,-,0,0,0,0
LOC105369670,chr12,14962460,14989875,-,0,0,0,0
LOC105369672,chr12,15520328,15557041,-,0,0,0,0
LOC105369673,chr12,15336533,15348503,-,0,0,0,0
LOC105369677,chr12,16787123,16988658,-,0,0,0,0
LOC105369682,chr12,19843747,19853524,-,0,0,0,0
LOC105369685,chr12,20094652,20109927,-,0,0,0,0
LOC105369686,chr12,20192290,20212433,+,0,0,0,0
LOC105369687,chr12,20212441,20215309,+,0,0,0,0
LOC105369688,chr12,20320432,20328750,-,0,0,0,0
LOC105369689,chr12,21662313,21828991,+,0,0,0,0
LOC105369690,chr12,22062441,22087302,-,0,0,0,0
LOC105369691,chr12,22589007,22625046,-,0,0,0,0
LOC105369692,chr12,22578276,22591397,+,0,0,0,0
LOC105369696,chr12,23755222,23757029,+,0,0,0,0
LOC105369697,chr12,23632274,23638561,+,0,0,0,0
LOC105369698,chr12,24615357,24705769,-,0,0,0,0
LOC105369699,chr12,24818056,24836555,+,0,0,0,0
LOC105369701,chr12,25342604,25357942,-,0,0,0,0
LOC105369704,chr12,26273329,26276096,-,0,0,0,0
LOC105369705,chr12,26252474,26310464,+,0,0,0,0
LOC105369706,chr12,26783147,26808385,+,0,0,0,0
LOC105369709,chr12,27810667,27824082,-,0,0,0,0
